"DateTime","StartTime","StartDate","VO2","SD_VO2","VCO2","SD_VCO2","Deg_C","delta_O2","deltaCO2","deltaH2O","BP","H2O_WVP","CO2","SS4_FR","H2Oml","SD_H2Oml","H2Omg","SD_H2Omg","animal","EE_kJH","RQ","Sex","Animal_ID","H2Omg_edit","day","H2O","time_in_S","interval","weight","body_temp","H2Og"
"2021-07-26 14:57:34","14:57:34","2021-07-26",0.2107382,0.0151146,0.2462419,0.009535283,32.4024,0.0001218731,0.0001375604,0.002611376,100.7373,0.8486235,0.06141097,1805.371,4.702123,0.04020361,3.902762,0.03336905,0,0.277047955147421,1.16847301533372,"Female",1170,3.902762,1,"yes",53854,"light",24.171,36.5,0.23416572
"2021-07-26 15:29:34","15:29:34","2021-07-26",0.2329209,0.02199337,0.2669385,0.01379275,32.3452,0.0001341271,0.0001491507,0.002516758,100.7279,0.8389949,0.06260188,1804.787,4.530838,0.1748392,3.760595,0.1451165,0,0.304759327674463,1.14604786431789,"Female",1170,3.760595,1,"yes",55774,"light",24.171,36.5,0.2256357
"2021-07-26 15:47:35","15:47:35","2021-07-26",0.3123836,0.0147278,0.352694,0.01744419,32.39034,0.000179144,0.0001969517,0.002437624,100.7257,0.826524,0.0671644,1805.724,4.390936,0.06126236,3.644477,0.05084776,0,0.407254222364573,1.1290413453203,"Female",1170,3.644477,1,"yes",56855,"light",24.171,36.5,0.21866862
"2021-07-26 15:59:35","15:59:35","2021-07-26",0.2404891,0.01924551,0.2706155,0.01252917,32.36157,0.0001378094,0.0001511159,0.002452648,100.7271,0.8227867,0.06236601,1805.645,4.417654,0.2077724,3.666652,0.1724511,0,0.313273530014609,1.12527137404564,"Female",1170,3.666652,1,"yes",57575,"light",24.171,36.5,0.21999912
"2021-07-26 16:07:35","16:07:35","2021-07-26",0.2216363,0.01296697,0.2579707,0.01212878,32.46232,0.0001280613,0.000144113,0.002365367,100.7298,0.8185599,0.06182135,1804.805,4.258874,0.03393339,3.534866,0.02816474,0,0.29109587450202,1.16393704460867,"Female",1170,3.534866,1,"yes",58055,"light",24.171,36.5,0.21209196
"2021-07-26 16:43:35","16:43:35","2021-07-26",0.2329265,0.01265994,0.236617,0.00818834,32.36345,0.0001304199,0.0001320424,0.002294986,100.7248,0.8128648,0.06077479,1806.533,4.136405,0.04942854,3.433216,0.04102575,0,0.296340466005108,1.01584405381097,"Female",1170,3.433216,1,"yes",60215,"light",24.171,36.5,0.20599296
"2021-07-26 16:59:35","16:59:35","2021-07-26",0.2654677,0.01515961,0.2636667,0.0128671,32.34549,0.0001480162,0.0001472218,0.002312484,100.7251,0.8081657,0.06215904,1805.422,4.165307,0.03325737,3.457205,0.02760359,0,0.336071984854687,0.99321574715116,"Female",1170,3.457205,1,"yes",61175,"light",24.171,36.5,0.2074323
"2021-07-26 17:39:35","17:39:35","2021-07-26",0.3416145,0.01715373,0.355137,0.009943575,32.36972,0.000192225,0.0001981911,0.002173524,100.7181,0.7937929,0.06730023,1806.128,3.917073,0.03209382,3.25117,0.02663788,0,0.436871880418932,1.0395840925956,"Female",1170,3.25117,1,"yes",63575,"light",24.171,36.5,0.1950702
"2021-07-26 18:03:35","18:03:35","2021-07-26",0.232894,0.01931776,0.2436476,0.009654721,32.3491,0.0001314446,0.000136192,0.002121049,100.721,0.7909836,0.06102648,1803.166,3.816454,0.03182277,3.167656,0.02641293,0,0.298261644775517,1.0461737958041,"Female",1170,3.167656,1,"yes",65015,"light",24.171,36.5,0.19005936
"2021-07-26 18:27:35","18:27:35","2021-07-26",0.2321433,0.01340768,0.2531002,0.007877907,32.44247,0.000132065,0.0001413174,0.002054977,100.7088,0.7786558,0.06137287,1805.021,3.701602,0.04125856,3.07233,0.0342446,0,0.300144716749332,1.09027570470481,"Female",1170,3.07233,1,"yes",66455,"light",24.171,36.5,0.1843398
"2021-07-26 18:59:35","18:59:35","2021-07-26",0.2533961,0.03196089,0.2492858,0.01337579,32.3535,0.0001411751,0.0001393564,0.002244256,100.6912,0.8097291,0.0624482,1803.326,4.038002,0.0634094,3.351541,0.05262983,0,0.320125438927879,0.983779150507841,"Female",1170,3.351541,1,"yes",68375,"light",24.171,36.5,0.20109246
"2021-07-26 19:17:36","19:17:36","2021-07-26",0.2913313,0.02502622,0.3020674,0.01448906,32.3365,0.0001638435,0.0001685908,0.002218167,100.7035,0.8016301,0.06558365,1806.151,3.99739,0.1407691,3.317834,0.1168384,0,0.372346325047822,1.03685185903471,"Female",1170,3.317834,1,"yes",69456,"light",24.171,36.5,0.19907004
"2021-07-26 19:29:36","19:29:36","2021-07-26",0.3905261,0.02460112,0.407658,0.01931942,32.36993,0.0002203594,0.0002279338,0.002340722,100.7078,0.814508,0.07156714,1803.141,4.210733,0.04493938,3.494908,0.03729971,0,0.499887116219585,1.04386877087088,"Female",1170,3.494908,1,"yes",70176,"light",24.171,36.5,0.20969448
"2021-07-26 19:37:36","19:37:36","2021-07-26",0.3180303,0.02223728,0.3165787,0.01218718,32.3854,0.0001772364,0.0001765926,0.002332546,100.7245,0.8135884,0.06634558,1807.281,4.205677,0.09559049,3.490712,0.07934014,0,0.402810383718036,0.995435655030354,"Female",1170,3.490712,1,"yes",70656,"light",24.171,36.5,0.20944272
"2021-07-27 09:17:40","09:17:40","2021-07-27",0.3414832,0.03888111,0.3730948,0.04043937,32.48807,0.0001946126,0.0002085864,0.00333624,100.9992,0.970852,0.06898607,1806.07,6.005294,0.05340227,4.984394,0.04432386,0,0.44173121619312,1.09257146471627,"Female",1170,4.984394,2,"yes",33460,"light",24.245,36,0.29906364
"2021-07-27 09:29:40","09:29:40","2021-07-27",0.2013375,0.01516168,0.2592501,0.01140361,32.5763,0.0001191509,0.0001447132,0.00339946,100.9954,0.9511007,0.06231167,1808.692,6.127273,0.2564924,5.085636,0.2128887,0,0.271355308176305,1.28763941143602,"Female",1170,5.085636,2,"yes",34180,"light",24.245,36,0.30513816
"2021-07-27 09:37:40","09:37:40","2021-07-27",0.1817705,0.01313874,0.2695412,0.01204563,32.5073,0.0001117577,0.000150512,0.003494559,100.9979,0.9438829,0.0628286,1807.944,6.295618,0.1731108,5.225363,0.1436819,0,0.254843006815102,1.48286548147252,"Female",1170,5.225363,2,"yes",34660,"light",24.245,36,0.31352178
"2021-07-27 10:13:40","10:13:40","2021-07-27",0.2095823,0.01773416,0.2519916,0.01170308,32.46252,0.0001218309,0.0001405327,0.003298184,100.9661,0.9121544,0.0614299,1809.581,5.948462,0.2502679,4.937223,0.2077223,0,0.277501075672111,1.20235153445687,"Female",1170,4.937223,2,"yes",36820,"light",24.245,36,0.29623338
"2021-07-27 10:29:40","10:29:40","2021-07-27",0.348101,0.01667511,0.3842281,0.01682489,32.48512,0.0001988274,0.0002147969,0.003273922,100.9623,0.9242725,0.06885374,1805.442,5.891346,0.06052693,4.889817,0.05023737,0,0.451376141262077,1.10378338470731,"Female",1170,4.889817,2,"yes",37780,"light",24.245,36,0.29338902
"2021-07-27 11:09:40","11:09:40","2021-07-27",0.2689269,0.02088122,0.308302,0.01125828,32.39435,0.0001546552,0.0001720341,0.002984418,100.9881,0.8780172,0.0643195,1807.956,5.379273,0.2236461,4.464797,0.1856263,0,0.351897925318279,1.14641562446895,"Female",1170,4.464797,2,"yes",40180,"light",24.245,36,0.26788782
"2021-07-27 11:33:40","11:33:40","2021-07-27",0.2101192,0.01520862,0.2559186,0.01168794,32.4166,0.0001224962,0.0001426881,0.002792991,100.9935,0.8580442,0.06171421,1809.046,5.038446,0.04709323,4.18191,0.03908742,0,0.27912367459247,1.21796865779044,"Female",1170,4.18191,2,"yes",41620,"light",24.245,36,0.2509146
"2021-07-27 11:57:40","11:57:40","2021-07-27",0.4425707,0.01474455,0.4244306,0.01019081,32.50615,0.0002445792,0.0002365854,0.002321738,100.9696,0.824955,0.08392005,1808.746,4.189592,0.07620275,3.477361,0.06324835,0,0.556071861452738,0.959011972550374,"Female",1170,3.477361,2,"yes",43060,"light",24.245,36,0.20864166
"2021-07-27 12:29:40","12:29:40","2021-07-27",0.2341632,0.01336757,0.2775551,0.0108632,32.42329,0.0001355228,0.0001546368,0.002553258,100.9544,0.8280723,0.06352184,1809.837,4.609135,0.04122971,3.825582,0.03422068,0,0.308938892189054,1.18530623086804,"Female",1170,3.825582,2,"yes",44980,"light",24.245,36,0.22953492
"2021-07-27 12:47:41","12:47:41","2021-07-27",0.2061046,0.0188282,0.2639875,0.008429103,32.40817,0.0001216742,0.0001471987,0.002482378,100.9365,0.8203342,0.06190319,1808.236,4.47763,0.2125453,3.716433,0.1764126,0,0.277391008811549,1.28084234898202,"Female",1170,3.716433,2,"yes",46061,"light",24.245,36,0.22298598
"2021-07-27 12:59:41","12:59:41","2021-07-27",0.2484892,0.01874776,0.2603039,0.009361542,32.41425,0.0001400498,0.0001452618,0.002408663,100.9258,0.8218,0.06189206,1806.71,4.341244,0.05278546,3.603232,0.04381191,0,0.318328780647125,1.04754613077751,"Female",1170,3.603232,2,"yes",46781,"light",24.245,36,0.21619392
"2021-07-27 13:07:41","13:07:41","2021-07-27",0.2364697,0.01960647,0.2692057,0.01069119,32.36715,0.0001356634,0.0001501047,0.002380398,100.9167,0.8162939,0.06199031,1808.138,4.293841,0.04560446,3.563888,0.03785171,0,0.308902587634015,1.13843634089272,"Female",1170,3.563888,2,"yes",47261,"light",24.245,36,0.21383328
"2021-07-27 13:43:41","13:43:41","2021-07-27",0.2579292,0.02664715,0.2582003,0.009611587,32.43684,0.0001438873,0.000144002,0.002208282,100.9022,0.7960393,0.06159005,1807.287,3.982134,0.03079167,3.305171,0.02555707,0,0.327090026008872,1.00105106362521,"Female",1170,3.305171,2,"yes",49421,"light",24.245,36,0.19831026
"2021-07-27 13:59:41","13:59:41","2021-07-27",0.2757852,0.03245658,0.3206384,0.02140976,32.4109,0.0001589812,0.0001787508,0.00219142,100.9016,0.7869543,0.06514195,1808.02,3.953377,0.06733298,3.281302,0.05588638,0,0.362115212516669,1.16263816912583,"Female",1170,3.281302,2,"yes",50381,"light",24.245,36,0.19687812
"2021-07-27 14:39:41","14:39:41","2021-07-27",0.220238,0.01998133,0.2362576,0.01284711,32.40393,0.0001247155,0.0001317857,0.00205479,100.8856,0.7757285,0.06070948,1806.805,3.704884,0.03090991,3.075054,0.0256552,0,0.283678860607229,1.07273767469737,"Female",1170,3.075054,2,"yes",52781,"light",24.245,36,0.18450324
"2021-07-27 15:03:41","15:03:41","2021-07-27",0.2473023,0.01379226,0.254738,0.01005621,32.41594,0.0001387884,0.0001420716,0.001974265,100.8718,0.7576001,0.06136249,1806.651,3.559746,0.03673948,2.954589,0.03049377,0,0.315607329254498,1.03006724967782,"Female",1170,2.954589,2,"yes",54221,"light",24.245,36,0.17727534
"2021-07-27 15:27:41","15:27:41","2021-07-27",0.2198786,0.01352069,0.2457252,0.0087314,32.3818,0.0001256843,0.0001370845,0.002040366,100.8532,0.7736788,0.06096983,1806.431,3.678232,0.05028851,3.052933,0.04173947,0,0.28595349131963,1.11754941135699,"Female",1170,3.052933,2,"yes",55661,"light",24.245,36,0.18317598
"2021-07-27 15:59:41","15:59:41","2021-07-27",0.2209576,0.01414287,0.2347892,0.01091901,32.42789,0.0001248879,0.0001309861,0.00192704,100.8272,0.7504529,0.06027523,1805.972,3.473444,0.02200007,2.882959,0.01826004,0,0.283983297874214,1.06259843517489,"Female",1170,2.882959,2,"yes",57581,"light",24.245,36,0.17297754
"2021-07-27 16:17:42","16:17:42","2021-07-27",0.1747494,0.03827513,0.2311443,0.01044784,32.45212,0.0001042833,0.0001292069,0.001908576,100.8049,0.7569683,0.0602148,1802.651,3.433974,0.3340083,2.850198,0.2772268,0,0.23722399954129,1.32271870461358,"Female",1170,2.850198,2,"yes",58662,"light",24.245,36,0.17101188
"2021-07-27 16:29:42","16:29:42","2021-07-27",0.2130926,0.0146806,0.2551396,0.0125735,32.42324,0.0001238825,0.0001424555,0.001926621,100.7988,0.7575408,0.06137986,1804.741,3.470393,0.1247471,2.880426,0.1035401,0,0.281850938209714,1.19731797350072,"Female",1170,2.880426,2,"yes",59382,"light",24.245,36,0.17282556
"2021-07-27 16:37:42","16:37:42","2021-07-27",0.2221837,0.02049157,0.2503262,0.01218171,32.3632,0.0001273192,0.0001397468,0.001866234,100.8019,0.7415276,0.06117529,1804.641,3.36157,0.02815762,2.790103,0.02337084,0,0.289513888705591,1.12666320706694,"Female",1170,2.790103,2,"yes",59862,"light",24.245,36,0.16740618
"2021-07-27 17:13:42","17:13:42","2021-07-27",0.2971765,0.01496724,0.3213315,0.01587532,32.43642,0.0001687331,0.0001793938,0.002059887,100.7932,0.7791159,0.06598631,1805.175,3.710762,0.03753582,3.079932,0.03115474,0,0.383485397167404,1.08128166258099,"Female",1170,3.079932,2,"yes",62022,"light",24.245,36,0.18479592
"2021-07-27 17:29:42","17:29:42","2021-07-27",0.2173031,0.02060614,0.2595155,0.008943903,32.41309,0.0001261768,0.0001448041,0.002068168,100.7839,0.7673846,0.06202203,1806.058,3.727357,0.139313,3.093706,0.1156298,0,0.287235161142401,1.19425585737157,"Female",1170,3.093706,2,"yes",62982,"light",24.245,36,0.18562236
"2021-07-27 18:09:42","18:09:42","2021-07-27",0.2896887,0.02198395,0.3088954,0.01210001,32.4034,0.0001639138,0.0001724011,0.00189535,100.7703,0.7578763,0.0652619,1805.371,3.415254,0.03898745,2.834661,0.03235957,0,0.372617197961753,1.06630117087757,"Female",1170,2.834661,2,"yes",65382,"light",24.245,36,0.17007966
"2021-07-27 18:33:42","18:33:42","2021-07-27",0.3733788,0.03400405,0.3696005,0.02254925,32.39702,0.0002073718,0.0002057126,0.001971084,101.0463,0.7650982,0.06938646,1810.387,3.561246,0.1717085,2.955834,0.1425181,0,0.47233735986659,0.98988078594714,"Female",1170,2.955834,2,"yes",66822,"light",24.245,36,0.17735004
"2021-07-27 18:57:42","18:57:42","2021-07-27",0.2689184,0.01544849,0.281872,0.009482102,32.39542,0.0001511397,0.000156844,0.001852415,101.0609,0.7487458,0.06504673,1810.62,3.34778,0.04233798,2.778657,0.0351405,0,0.344546303478451,1.04816925877887,"Female",1170,2.778657,2,"yes",68262,"light",24.245,36,0.16671942
"2021-07-27 19:29:42","19:29:42","2021-07-27",0.2488722,0.01501125,0.2711812,0.00942288,32.41065,0.0001411103,0.0001509258,0.001739708,100.9887,0.7369042,0.06409569,1810.026,3.143403,0.02698018,2.609025,0.02239356,0,0.321730060800859,1.08964038570801,"Female",1170,2.609025,2,"yes",70182,"light",24.245,36,0.1565415
"2021-07-27 19:47:43","19:47:43","2021-07-27",0.2815586,0.01552733,0.296006,0.01368162,32.39219,0.0001581656,0.0001645156,0.001696863,100.9841,0.7124612,0.0654206,1812.081,3.069611,0.01928626,2.547777,0.01600761,0,0.360987171784949,1.05131223127264,"Female",1170,2.547777,2,"yes",71263,"light",24.245,36,0.15286662
"2021-07-27 19:59:43","19:59:43","2021-07-27",0.3928581,0.01964334,0.4049353,0.00877182,32.4025,0.000220077,0.0002254034,0.001669129,100.9961,0.7186946,0.07185721,1809.397,3.015051,0.03206046,2.502492,0.02661017,0,0.501439357029391,1.03074188873794,"Female",1170,2.502492,2,"yes",71983,"light",24.245,36,0.15014952
"2021-07-28 09:29:46","09:29:46","2021-07-28",0.2330374,0.01120245,0.2857966,0.01184162,32.63383,0.0001356433,0.0001588275,0.003219095,101.3059,0.9172205,0.06525646,1816.003,5.826946,0.05676677,4.836365,0.04711642,0,0.310114123901064,1.22639799448501,"Female",1170,4.836365,3,"yes",34186,"light",24.698,36.5,0.2901819
"2021-07-28 09:47:47","09:47:47","2021-07-28",0.245475,0.01848389,0.3061517,0.01186431,32.44922,0.0001432824,0.0001699114,0.00318782,101.3162,0.8840227,0.06609844,1817.836,5.776366,0.07398493,4.794384,0.06140744,0,0.328082861872282,1.24718077197271,"Female",1170,4.794384,3,"yes",35267,"light",24.698,36.5,0.28766304
"2021-07-28 09:59:47","09:59:47","2021-07-28",0.1714283,0.01923244,0.2489148,0.01073777,32.50243,0.000104218,0.0001382456,0.003159722,101.3237,0.8914298,0.0626402,1816.716,5.722076,0.04884756,4.749323,0.04054349,0,0.238873360403513,1.45200529900839,"Female",1170,4.749323,3,"yes",35987,"light",24.698,36.5,0.28495938
"2021-07-28 10:07:47","10:07:47","2021-07-28",0.2969853,0.02127765,0.3119003,0.01385138,32.47355,0.0001669568,0.0001735139,0.003240703,101.3253,0.8862861,0.06590301,1813.44,5.857651,0.03081404,4.86185,0.02557566,0,0.380675779780313,1.05022134092159,"Female",1170,4.86185,3,"yes",36467,"light",24.698,36.5,0.291711
"2021-07-28 10:43:47","10:43:47","2021-07-28",0.2987694,0.01287479,0.3244775,0.01122967,32.42322,0.0001686598,0.0001799322,0.003058584,101.3349,0.8627837,0.06608553,1818.866,5.546056,0.05625254,4.603227,0.04668966,0,0.385936457463043,1.08604662994269,"Female",1170,4.603227,3,"yes",38627,"light",24.698,36.5,0.27619362
"2021-07-28 10:59:47","10:59:47","2021-07-28",0.1865332,0.02778394,0.2225285,0.008814825,32.44292,0.0001076614,0.0001234536,0.002964354,101.3325,0.8657597,0.06016427,1818.167,5.373578,0.3399135,4.46007,0.2821282,0,0.246496308135538,1.19296993779123,"Female",1170,4.46007,3,"yes",39587,"light",24.698,36.5,0.2676042
"2021-07-28 11:39:47","11:39:47","2021-07-28",0.3849391,0.02217476,0.3578891,0.01217937,32.42374,0.0002100969,0.0001982342,0.002464894,101.3255,0.8355435,0.07708658,1820.312,4.475753,0.03961198,3.714875,0.03287798,0,0.480528331792942,0.929729144168519,"Female",1170,3.714875,3,"yes",41987,"light",24.698,36.5,0.2228925
"2021-07-28 12:03:47","12:03:47","2021-07-28",0.200201,0.01252566,0.2371183,0.01098884,32.41015,0.0001153921,0.0001315965,0.002595665,101.3069,0.8233778,0.06793373,1816.746,4.703227,0.1488098,3.903678,0.1235121,0,0.264081149136806,1.1844011768173,"Female",1170,3.903678,3,"yes",43427,"light",24.698,36.5,0.23422068
"2021-07-28 12:27:47","12:27:47","2021-07-28",0.246594,0.01731749,0.2868804,0.01192878,32.45375,0.0001412429,0.0001588919,0.002406252,101.3016,0.7991857,0.06389995,1819.952,4.368675,0.03852915,3.626,0.03197917,0,0.323836422045091,1.16337137156622,"Female",1170,3.626,3,"yes",44867,"light",24.698,36.5,0.21756
"2021-07-28 12:59:47","12:59:47","2021-07-28",0.2113413,0.01794401,0.245141,0.01111999,32.39143,0.0001211385,0.0001359644,0.00220459,101.2865,0.7791821,0.06089411,1817.042,3.996966,0.04130641,3.317481,0.03428428,0,0.277339160912234,1.1599294600724,"Female",1170,3.317481,3,"yes",46787,"light",24.698,36.5,0.19904886
"2021-07-28 13:17:48","13:17:48","2021-07-28",0.3130684,0.02050446,0.369388,0.02447714,32.44587,0.0001800038,0.0002046836,0.002177425,101.291,0.762888,0.06769248,1818.512,3.950995,0.02726326,3.279326,0.02262852,0,0.412570376696419,1.17989551165177,"Female",1170,3.279326,3,"yes",47868,"light",24.698,36.5,0.19675956
"2021-07-28 13:29:48","13:29:48","2021-07-28",0.230994,0.0255655,0.2638149,0.008202286,32.44267,0.0001319662,0.0001463666,0.00208472,101.2755,0.7620238,0.06176928,1816.136,3.778214,0.04224955,3.135918,0.03506712,0,0.301983827323147,1.14208550871451,"Female",1170,3.135918,3,"yes",48588,"light",24.698,36.5,0.18815508
"2021-07-28 13:37:48","13:37:48","2021-07-28",0.2343786,0.0125454,0.2569128,0.01136564,32.40443,0.0001325875,0.0001424653,0.002118798,101.2686,0.77191,0.06158002,1817.224,3.842149,0.03176385,3.188984,0.02636398,0,0.303416965446235,1.09614444322135,"Female",1170,3.188984,3,"yes",49068,"light",24.698,36.5,0.19133904
