"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HDC",18.7561828037399,-3.97641765360948,0.881420547296217,-4.51137390183069,6.44090691248667e-06,0.0353150494056498
"UTY",83.1009138938674,3.92619596142334,0.878829542338723,4.46752842533607,7.91284996765623e-06,0.0353150494056498
"ZNF711",383.797216836649,-0.368310745138363,0.0797051143160015,-4.62091734387515,3.82046975127866e-06,0.0353150494056498
