"","MEmidnightblue","MEgrey60","MEred","MEblue","MEcyan","MElightcyan","MEtan","MEroyalblue","MEsalmon","MEdarkred","MEgreen","MEgreenyellow","MElightgreen","MEmagenta","MEyellow","MEdarkgreen","MEblack","MEturquoise","MEpink","MEpurple","MElightyellow","MEbrown","MEdarkturquoise","MEgrey"
"X1089_M_gi_yes",0.0101977435914817,-0.141382185372276,-0.101528247783977,0.00484291755036081,0.104637459306928,-0.00886457194346534,-0.0257394957032532,0.0532838588086631,-0.049594615376686,0.236780836823039,0.112602899748136,-0.0129469373703908,-0.00710007107808991,-0.0397414020673683,-0.140785349273561,0.115276645091769,-0.136950844221939,-0.00962627098393955,0.242734676202678,0.125797240472554,0.202402951455363,0.11524247018185,0.0632264756746145,0.134742617620921
"X1192_M_gi_yes",0.0513340586662816,-0.112757075959105,-0.154460250615611,-0.207414738710254,-0.345856186798629,-0.0165214517849275,0.0580949727532096,-0.159983359570767,-0.137426627306577,-0.220137215477426,-0.0287447497083547,-0.102358558018822,-0.116784389682908,-0.0587291469220888,-0.145782030655726,-0.0913405384557193,0.0613638057218129,0.167553492192148,0.212260524258268,0.160232239213828,0.17703543294595,0.369827471194144,0.170863069548018,0.11526103519977
"X1169_M_gi_no",0.108080814510122,0.2983232512439,0.249616396195086,0.192427533718225,0.189811184988174,0.0457839602754708,0.168102359673298,0.0983473194618337,0.301999838497444,-0.0238140281787016,0.108892395470281,0.19303989089861,-0.224756663046257,-0.0392048493852906,0.0865687328839864,-0.0716819049712153,-0.10385645979056,-0.251862745791844,-0.276289374720005,-0.150628903930373,-0.271420075323477,-0.200454719575936,-0.117412574413744,-0.0300897080723705
"X1148_M_gi_yes",-0.0377791716109488,-0.144157770440509,-0.0029343953903542,0.102035410890062,0.00105346695349878,-0.0722866317085307,-0.129356920940577,-0.0347833377831311,-0.0266162706887454,-0.0340583249210459,0.0740466971488663,-0.00201836535227316,0.225834869491251,0.129825106368791,0.0852986293709155,-0.146349653831038,-0.0977559788321147,-0.0874993025539194,0.0446589522783868,-0.0357356177425045,0.161536259270358,-0.0430033834086639,-0.1058675398436,-0.0213405659333602
"X1138_M_gi_yes",0.298429272157643,-0.149372680011738,0.102285535974994,0.153469381643535,0.0295912603587371,-0.0229317804206512,0.390400006211019,0.341503528126251,0.249426019045002,-0.0125496967732515,0.037778006525919,-0.230010983274278,-0.243587461657016,-0.065488457303166,-0.0855089358988114,-0.0774364041671012,-0.0459573416403393,-0.0433185791859405,-0.140468949173177,0.119190946104694,-0.070795995513299,-0.197732121032956,0.0298684282001644,-0.160204185006402
"X1139_M_gi_yes",-0.119177558776783,-0.0500991319295386,-0.257760795848994,-0.173182325277261,0.0694730423226305,0.211414446233952,0.289605333897282,0.176156298887416,0.0696258924733911,0.301890362227264,0.233550709328564,0.0853513448065491,-0.209641098535139,-0.443611133061406,-0.422549660524549,0.253154047704147,-0.169406980968874,0.0871188933124168,0.204234558964297,0.408933861724034,-0.0573219342680482,0.131387564554353,0.0674907880896302,0.370012821455845
"X1013_M_gi_no",0.0483250606335822,-0.0216255458847748,-0.0255429467096976,-0.0412288071093997,0.0230005494845918,-0.0648596275305789,-0.0640136235739199,-0.0529068434913803,-0.00603464699953465,0.109795387786301,-0.00687528446467389,0.0181377923794956,-0.0278460821947895,0.111021058492284,0.0552929064971983,0.0801414092901176,0.0686082748755061,0.02105114182224,-0.01596518245628,-0.0561447654029522,0.0285692475347833,-0.0317480668306309,0.0314626553290036,-0.0255695936102426
"X1143_M_gi_no",0.0270366340747172,0.308392144661498,0.260257430562455,0.150241836827085,0.209844418449096,-0.0179962440919087,-0.0401712828957741,-0.0899958261140272,0.12839711834557,0.0245751125259926,0.0597976744707564,0.210336142620651,-0.125069414023404,-0.000730056352039456,0.170703837784302,0.0238163673962573,-0.0384183367721288,-0.168351242225252,-0.132852849022746,-0.236887503436007,-0.330486062236755,-0.216342403345089,-0.231851335974222,-0.00279834056070329
"X1173_M_gi_no",-0.226569155545537,0.174346404531235,0.0792443270350965,0.1065167964315,-0.0552902876542756,-0.0463300819399786,-0.211469901980608,-0.0824362638930452,-0.0247873862166339,-0.155899942557826,-0.0922399149126934,0.147555738555562,0.27305816040735,0.0869610967766306,0.233872327854428,-0.244412496220587,0.0275249496804254,-0.0755999659539983,-0.159557037194436,-0.216596265452837,-0.126451560023977,-0.0581571244150854,-0.186784153363845,-0.0590161140518124
"X1071_M_gi_no",-0.141402149052802,0.277777161076208,0.130440349168659,0.093401008857427,0.029991407444517,-0.0423525600141173,-0.1637084184419,-0.102102807306768,0.029732627484785,-0.0554729594644609,0.0869202691874961,0.2874706216069,0.141793181225618,0.0489718310547653,0.195617646287482,-0.155973876523737,-0.0555784530470745,-0.113782596696079,-0.0232111681925501,-0.182746395681573,-0.102685717880613,-0.145399880619724,-0.282777063112182,0.0559306983057865
"X1158_M_gi_yes",-0.202434667548229,-0.118412180678233,-0.101043204202928,0.0904437604348034,-0.122553902256135,-0.0809497794375859,-0.242423919562301,-0.0803394193437726,-0.224407000066041,-0.0776505933763056,-0.00734061287326064,-0.0685243046099077,0.273101398093015,0.0496794464267086,0.0452564369174076,-0.227241643970328,-0.0985285621186893,-0.0533006108430196,0.166777872948657,-0.0266866313870857,0.0598189889007778,0.192809812691422,0.219480748399323,0.0436762365720368
"X1168_F_gi_yes",-0.306645524513106,0.185223506744655,-0.0190803428523823,0.146276018085026,0.0957906155039734,-0.0298054681290289,-0.31340710047346,-0.0993994646398855,-0.159363214940044,0.082045876164481,0.052492559239438,0.157600633680758,0.271940978995383,0.0139519882975067,0.143557958665755,-0.0720167923635854,-0.115962856774495,-0.123535113245756,-0.0250469720669614,-0.159250872724365,-0.207627533970398,0.03903776189189,-0.0772432539542731,0.113126734242035
