"","kMEpurple","kMEsalmon","kMEcyan","kMEblue","kMEtan","kMEyellow","kMEgreen","kMEgreenyellow","kMEbrown","kMElightcyan","kMEturquoise","kMEpink","kMEmagenta","kMEmidnightblue","kMEgrey60","kMEblack","kMEred","kMEgrey"
"Gene.40",0.165866541401708,0.254773609763018,0.395374329432376,-0.618222199094233,-0.403358593663598,-0.316080261200995,-0.184291567752246,0.171987875464698,0.460570108677594,0.636550664322843,0.589217329444021,-0.506393482278214,-0.421317737755879,-0.0934822346865411,-0.411435893345555,0.0154462086618772,-0.394764384411234,0.00653445561824492
"Gene.41",0.135078161202263,0.135142333834153,-0.060285843710799,-0.24608400246314,-0.355545873237967,-0.0653089860722238,-0.0785409105980534,-0.025829317200438,0.623734122708422,-0.00453318793218058,0.19196438830737,-0.306706165514553,-0.167396489033028,-0.0833590022272996,-0.366643119061186,-0.0831191895984903,-0.139396237341844,0.111755157587327
"Gene.42",0.0980468259953129,0.0642961316506233,0.491337719716115,-0.814003492029908,-0.340863413166836,-0.62673040770163,-0.549899147944414,-0.264449479062836,0.396523555869747,0.547613736650521,0.844147553507324,-0.61281379475474,-0.18238571457815,0.0239145356029399,-0.0344861842566083,0.402332933458368,-0.217658668563255,0.0109942711275461
"Gene.43",0.118505254480389,0.121743183318578,-0.188292306987593,-0.000719283284039959,-0.167273796270577,0.131871559139903,0.106556924869196,0.158097484887362,0.251805993222633,0.0713285895443232,-0.013297896611737,0.106072529495822,0.0691493030629564,0.0830496422891799,-0.258015017066227,-0.211656310445575,-0.208794887200234,0.156263551857767
"Gene.44",0.469064215090391,0.103696016541316,-0.301524777938401,0.0685541176618401,-0.0575839229812837,0.22960514969684,-0.261609847317306,-0.324300754302478,-0.170334158896781,-0.107123154323807,-0.0155225512833478,0.403283403121116,0.45885845429436,0.350537669511516,0.00484282480888903,-0.107574285101071,-0.194166880115524,0.596818959093138
"Gene.45",0.15706594570294,0.0852780279190658,0.215762130908529,-0.399889767148465,-0.163215724413983,-0.247665681128962,-0.286692406241157,-0.0985461925918934,0.22680365567913,0.289104470783874,0.413225146180995,-0.0524126769685922,-0.106262467701562,0.211975591383496,-0.0787979915361666,0.123919162397679,-0.214860970683526,0.181314444498896
"Gene.46",0.222787205462001,-0.310480105415265,-0.490766344573755,-0.450624321562101,-0.689110453620968,-0.448779032600382,-0.651933390867604,-0.581176939401563,0.267332845940962,0.494338578351015,0.51366965783983,0.249307966317263,0.606023093779887,0.743499719656721,-0.0979936884047615,0.361657849204335,-0.0972738467231868,0.293793466695558
"Gene.47",-0.0388869996441488,-0.27268413364142,-0.0268452545314119,-0.407158123296962,-0.303177629600154,-0.499568364568828,-0.625512061120362,-0.420439710490946,0.154250243188924,0.338277227258737,0.447341811007671,-0.0812632206842385,0.267296800881134,0.364430156341763,0.0357154919774797,0.560404728690416,0.232754009668421,0.0622545105142109
"Gene.48",-0.489903333126452,-0.163402159128853,0.211738766065247,0.691892054894906,0.842307526961052,0.330068688757245,0.605782526142253,0.223557383371212,-0.581385628538991,-0.548497940811313,-0.652104525385125,0.144784861057457,-0.0554951562309779,-0.434847945706747,0.670416769495756,-0.124747988775964,0.368535761036161,-0.461277599412752
"Gene.49",0.00335493287170484,-0.134878024350179,-0.487987583207282,0.561816447845289,0.121483858497508,0.400759751425358,0.190562214947927,0.140014064507431,-0.44621277841559,-0.248567631631208,-0.55527504073831,0.62048480056986,0.282359349238528,0.209963908644522,-0.125667899136218,-0.15054312508462,0.257923697166562,0.119123619030302
"Gene.50",-0.082356127881033,0.0797085421660353,-0.219191890351981,0.895844074147782,0.573703947207402,0.74411922031795,0.627014355332183,0.366055467919168,-0.566628103611306,-0.559208490242184,-0.887245910073038,0.503220043271618,0.0349538949091032,-0.235643531949374,0.0182369284486578,-0.469385065299529,0.166305464326887,0.0172873514357204
"Gene.51",-0.381668098653197,-0.195005018814281,-0.20245858565839,0.84039606011361,0.518801468591011,0.480167782177072,0.591343252503898,0.342096072611843,-0.60306405545428,-0.385435167972392,-0.839176348484059,0.482345556539663,0.0273219104325479,-0.184712174441477,0.120113594331413,-0.245561351828046,0.397560061852614,-0.322480531986039
"Gene.52",0.30833960402103,0.150804254739545,0.0216023732911939,-0.597454179819426,-0.671455514501169,-0.29283469930241,-0.300771437279998,-0.146094851214625,0.678382573026522,0.54051431054105,0.568671922525907,-0.297513878259122,-0.175731240753059,0.18890703489129,-0.518452810187418,-0.00917300399122244,-0.427907457264854,0.165112001181871
"Gene.53",-0.222058448250498,-0.19459769639841,0.295154140144919,-0.582061564226803,-0.308648220072527,-0.637334527004667,-0.30442825330975,-0.0729222652426519,0.286300494324015,0.680180492903629,0.628297706862933,-0.487830493771572,-0.0126476804364347,0.0581315851617783,0.0748902828281366,0.447879814057098,0.013752495520488,-0.35153155824914
"Gene.54",0.138231380921731,0.335202156702208,0.478039282345833,-0.423632856786155,-0.0385069704740676,-0.151519992974187,-0.150045737393289,0.190532366425218,0.389258507832258,0.223081384193006,0.404152384498743,-0.487140425566099,-0.376407647943305,-0.214491623122392,-0.127878226759962,0.0843944303541141,-0.178804724239594,0.109687944692371
"Gene.55",-0.179495145659767,0.205566952463133,0.369960846407696,0.181034282059953,0.470080611391024,0.183251154476994,0.361067195712051,0.391531934562101,-0.21248289391231,-0.202988569483032,-0.217922839390195,-0.294673373870373,-0.236315337887864,-0.530642889343531,0.246116886581782,-0.143086010255506,0.055961490575536,-0.257526646619276
"Gene.56",-0.202860320978168,0.00326823886568765,-0.0594580540702816,0.609790649099075,0.588472990029878,0.42471126628232,0.408970279372364,0.313729555358706,-0.525132259529935,-0.534105931956754,-0.624788975361841,0.278250171198753,0.142699851077101,-0.266583098741819,0.323589255169624,-0.198635260307245,0.284601602037934,-0.0969551065031947
"Gene.57",-0.0373213530919918,-0.545267699474798,-0.714032496481548,0.195665776786568,-0.155125759166393,-0.144299984502046,-0.452434837826016,-0.565779415352299,-0.2767387215259,0.0321014819471093,-0.122235025862777,0.631494944707428,0.949998545922288,0.688756923274889,0.313632320591211,0.419688569287039,0.461369812123926,0.155608935273928
"Gene.58",-0.288962241840634,-0.296636310410871,0.379486942202238,-0.615040776200629,-0.252411978387272,-0.742543997834284,-0.383604729988816,-0.348140558710054,0.238625452827456,0.519529710517256,0.670177821696095,-0.569272284482457,-0.0985659754895433,-0.00417231111311627,0.235078177466495,0.535070999849267,0.0587125037854376,-0.425709868174279
"Gene.59",-0.110966313036991,-0.0100105634548194,0.269032036831319,0.11816486228556,0.364097744414304,0.0289413263688219,-0.0150658472609864,-0.0608419014534556,-0.397259226755298,-0.0284739743952896,-0.0310973057075168,-0.251499606481165,0.0642757119221413,-0.285636895686648,0.342156126188584,0.139226986275259,0.176159068085161,-0.0533990236163683
"Gene.60",0.240851484121617,0.327733557927785,0.0668606540787509,0.279582279153989,0.351690128006185,0.433707945549821,0.212781729167698,0.12242869084439,-0.151669986636134,-0.262134522247761,-0.293456550055056,0.200158099361168,-0.0790356048784194,-0.0931260892941743,0.0618513825783022,-0.279002299849992,-0.104718550605913,0.218163159411523
"Gene.61",-0.102901122197139,0.0397820813988624,-0.119816552991731,0.631477297557369,0.444630859456515,0.519828151092234,0.585570129469672,0.14906932733862,-0.396682461153374,-0.668231094854147,-0.626557696128441,0.353770530855213,-0.0237224506192803,-0.20917803134767,0.231781289148432,-0.409139450624392,0.0322424956616381,-0.102713822905245
"Gene.62",0.200164795563317,0.0811266879283331,0.110310610100437,-0.0927134275731932,0.103299179564212,-0.0212849667761262,-0.320055283893545,-0.298558181199924,-0.0848170764612171,0.104744110466179,0.152516166544257,0.011867185591714,0.15744022908383,0.0943443794167249,0.157908107139871,0.17556463504113,0.0305230354689346,0.267097288476983
"Gene.63",0.0691944906693575,0.0949624712979172,0.593130119657044,-0.592711239865861,-0.040958546850189,-0.446763379657423,-0.365471443272027,-0.180184085967205,0.0833196257311312,0.390199430114855,0.635455337828369,-0.53638797799684,-0.213761570447381,-0.119565875500725,0.202782747551259,0.314881161066721,-0.157053540430335,-0.0390949841947993
"Gene.64",-0.194865214342088,0.184350232343971,0.170828296387525,0.823298419108695,0.854804560125869,0.688134824734751,0.726514551056464,0.465779882097476,-0.651742066624688,-0.593894064322996,-0.822029883889938,0.184618475543204,-0.178927081742022,-0.556494705882945,0.281419657946998,-0.428099800568337,0.172213416443242,-0.170852283353535
"Gene.65",-0.053885081466584,-0.208877068853294,0.299920024034283,-0.778432746429182,-0.426347086841926,-0.769394798031286,-0.730866360231772,-0.397248508218968,0.423209865451393,0.59423373829837,0.820685957167705,-0.560582696365602,0.00145769319671635,0.168160769370147,0.0474160794390931,0.679247135289273,0.144242470942352,-0.0513342733728459
"Gene.66",0.0819519247104202,0.127244341063803,-0.258209387745364,0.652810755566613,0.4323480954047,0.615974804885163,0.309366305984837,0.0220526118391852,-0.44016290989561,-0.630446306543202,-0.645116243821108,0.399561086434526,0.181707453701944,-0.12162038245378,0.121936597970271,-0.300599127936773,0.141013477016776,0.236438516764545
"Gene.67",0.18667369446967,-0.366400941672811,-0.382059030980963,-0.413301570218475,-0.50306911239708,-0.478839602952123,-0.823926842339443,-0.620477013733232,0.159660521853399,0.386669896957607,0.44354170963392,0.190268177361806,0.613027496723216,0.692426096414886,0.0732158346342024,0.564149274757975,0.212505357312708,0.330717714285482
"Gene.68",0.0526912697886819,0.32354362297517,0.197836962609935,0.381463213298283,0.392266896765989,0.504530967982736,0.553258154104725,0.308854482061079,-0.25252102481914,-0.366584493199491,-0.363608490407103,0.0484339543890137,-0.346172960608943,-0.395487515666554,-0.00854428796189153,-0.505848041705481,-0.279806028264474,0.0393402948893316
"Gene.69",0.366743624565334,0.368101227094093,0.449742487778252,-0.513080309688362,-0.117318100145901,-0.158254548922729,-0.238547125314396,-0.213206477621547,0.182540713800649,0.19328698469308,0.518606898173818,-0.41245013002979,-0.260916880696045,-0.107318265561792,0.0770942434048069,0.0123706412260847,-0.413772896810856,0.185656166807974
"Gene.70",-0.0288074156050277,0.0206253291900706,-0.18146025357329,0.300412120829485,0.116698940043224,0.246821990344355,0.24924333319872,0.222724147242923,-0.421850731772896,-0.226387542276127,-0.291034968423667,0.351146422679791,0.157888778945226,0.0188461466261669,0.0157163405957555,-0.222460721943814,-0.0329430520512988,0.0359477202675865
"Gene.71",0.398598663387607,-0.0936613140338228,-0.366895354762672,-0.692264043266064,-0.812914694312974,-0.487277399026891,-0.757329281500848,-0.511034512285377,0.556983608777397,0.394853588962371,0.674534794618832,0.0455595643251852,0.424412876483552,0.646756134242949,-0.284667399949358,0.286057331062708,-0.234833790245855,0.44921953051821
"Gene.72",0.349121913156169,0.0444388294832863,-0.212826522772222,-0.355928973364237,-0.421548188580582,-0.189176682502694,-0.518568568784417,-0.314465407151661,0.0730403233752827,0.423711030364634,0.388319496544705,0.140705337775911,0.34925586459395,0.439781324856776,-0.145296428651611,0.159578143459297,-0.190488208253259,0.426323651569843
"Gene.73",0.188229964044663,-0.206921622124593,-0.192471775289958,-0.652211062028101,-0.700119524753211,-0.593564737298774,-0.74409125186623,-0.399416055678369,0.384945870001937,0.769719686089479,0.703512196397912,-0.101712750347301,0.390818361066115,0.545653257425352,-0.303564038892561,0.442758803553714,-0.111328702588861,0.246116054061721
"Gene.74",0.230980142439987,0.240144978375771,0.228506687240137,-0.412750407995594,-0.331755112350495,-0.123817637719879,-0.0517690194720187,0.0541414170818203,0.32559261361853,0.244031151144492,0.404006844253808,-0.199576747988516,-0.326119801976768,0.0527248607234683,-0.216708716807294,-0.114114022469993,-0.473208753802415,0.129180281459059
"Gene.75",0.150404690352445,0.427013563303,0.277011081596575,0.401662204964682,0.503986002328869,0.5997975416012,0.522467032603831,0.389147893535532,-0.243849134390527,-0.604521908871582,-0.416087141144427,0.0028178071974653,-0.375615773171915,-0.471751018337353,0.0111375484970021,-0.531549788399421,-0.229102658725439,0.204298389984444
"Gene.76",0.047362950131143,0.243047661051287,0.256936367157642,0.208583295173711,0.289209106287657,0.28820356275012,0.237938299247521,0.119068874357685,-0.329901788474574,-0.00760028734927664,-0.197679269759434,-0.27336901450558,-0.211229763111974,-0.436301323792265,0.0355210276388217,-0.169268660590866,-0.0417297645851801,-0.075260479768888
"Gene.77",0.439221201119427,0.568642907059931,-0.0341014569923261,0.405913992055083,0.310102244309631,0.742004984029769,0.516093050606421,0.243804698064762,-0.078252145656565,-0.523490543690576,-0.451332786422764,0.27441167460301,-0.251119634173169,-0.224294758104518,-0.145712902819123,-0.717696193067659,-0.464553449855153,0.366132258569941
"Gene.78",0.0712676252860433,0.148092838078819,0.227789023754933,-0.390555215055508,-0.223498613978428,-0.218054674036513,-0.127243747288709,0.106408284079868,0.266013238509064,0.237883280150116,0.372919263781699,-0.321300636309339,-0.180051718587053,-0.0618150056164743,-0.239673876956492,0.0278467019915059,-0.205116809338477,0.051416300946383
"Gene.79",0.404485862632857,0.242640261496381,0.0784083932362261,-0.72659168472926,-0.632950373339045,-0.337049753563363,-0.437301603271185,-0.222354044763672,0.849747772547004,0.246076451751197,0.672452111874593,-0.42639370608807,-0.255864767204674,0.129459096413168,-0.536194473213561,0.0153556387822417,-0.41946998304792,0.339448982724369
"Gene.80",0.314281900374884,0.373388663402934,0.421737949434006,-0.661758953612749,-0.295002288735841,-0.275860885871051,-0.358543556192557,0.0583716938903412,0.361898932543023,0.360260348090946,0.63392047168829,-0.563480593079858,-0.290714921476858,-0.0989335889265635,-0.239048213750578,0.149138030547724,-0.295107430128587,0.207152956501153
"Gene.81",0.0761488533435477,0.059368183702128,-0.409679756822485,0.365180236380275,0.00982129076465209,0.369881617408928,0.252749841243014,0.156227961201945,-0.0522823887975979,-0.296049939435299,-0.371748849978908,0.437907511435332,0.204695037801226,0.125339345986501,-0.233309386041572,-0.320347022312326,-0.101367110657917,0.194400504840757
"Gene.82",0.528414637693791,0.538644952003587,0.182430804337146,-0.126401081547421,-0.0347543634295601,0.328921860027918,0.0382356412223542,0.0894704534083531,0.131448053169636,-0.188100740399771,0.0947147432653035,-0.248259047544768,-0.319121215023492,-0.220224538485301,-0.308244246773595,-0.325562567413829,-0.428210033229728,0.440990945019214
"Gene.83",-0.0686661106045918,0.298178339123351,0.308010431865127,0.0348021298662936,0.150390847088674,0.171354429321601,0.25077042722971,0.583113820910975,-0.0418210220618518,0.00774885858770236,-0.0624383731855498,-0.356013742468865,-0.329613054228116,-0.478381390850461,-0.100007159854586,-0.155596770315762,-0.0163319450681712,-0.0391205574677706
