"","MEpink","MEmidnightblue","MEpurple","MEcyan","MEgrey60","MElightgreen","MEdarkgrey","MEtan","MEdarkred","MEblue","MEdarkgreen","MElightyellow","MEblack","MEturquoise","MElightcyan","MEdarkturquoise","MEorange","MEgreen","MEroyalblue","MEgreenyellow","MEmagenta","MEred","MEyellow","MEbrown","MEsalmon"
"1156_F_gi_yes",0.0382193059932776,0.0371503730888222,-0.0397173822207589,-0.0988470905511546,-0.102281194405878,-0.0840894129691492,-0.0496130439318149,-0.143823924437561,0.138769303692706,0.147427625289043,0.126819133894383,0.123888065054245,-0.102114074459925,-0.0521007665653291,0.0298938642749553,0.076985635434217,0.0308328688935826,0.0405515570506297,0.0494578569705145,-0.0262817215018094,0.0261634683476109,0.0370529374792333,-0.0615457041870656,-0.0653930327358604,-0.10189791768325
"1156_F_hyp_yes",0.0244452260886501,0.00925744279510883,-0.0446192663629156,0.0461531324048867,0.0941906193996834,0.108628416507911,0.15763134249116,0.103218412633505,0.0148355637839625,-0.0495907500502975,-0.0902537689431143,-0.108564452382098,-0.0747304583482584,-0.048647298073738,-0.148868075775071,-0.0831057164528439,-0.0704995490243261,0.0114858892036904,0.102245451510555,-0.0321397372973391,-0.0707374174625314,-0.0790532243584542,-0.0357524227900737,0.0364155797083994,-0.0643147266452413
"1156_F_kid_yes",0.122708245643481,0.104606053748,0.178176553875913,0.05461455582158,-0.0588541062900535,0.0908915205879031,-0.0425671516790809,-0.00933401610186893,-0.0628772017696794,-0.0386237235833284,-0.0532082887987722,0.0606642175278449,0.0664200732399685,-0.0374181635209982,0.02543398968318,-0.0293089701980773,0.07631409990883,0.0311822560480229,-0.0564143822349692,-0.0405463014327076,-0.05290120638409,-0.111508721215722,0.103441107535068,-0.0439614332198526,0.00384446504547897
"1156_F_liv_yes",-0.120567063769226,0.00792321049711225,-0.0112074299707866,0.084708026774368,0.0853681781788835,-0.0727999553474666,-0.0625048590437188,-0.00746591485727705,0.00760764917251657,-0.0700416355109351,0.0292568852362449,-0.00179417469845315,0.106668971556523,0.15327013585961,0.0702798811103846,0.114813334977922,0.091505746517743,-0.147110481947803,-0.118855110330882,-0.00554074307753069,-0.0409140248969528,0.0686048641401485,-0.0887973686779538,-0.0688976691635881,0.0245364940516866
"1156_F_lu_yes",-0.0440057135041825,-0.142063550430623,-0.0400867303619754,-0.0870985357094682,-0.0401251173351017,-0.0226043238294231,-0.0100301895328537,0.044687214515527,-0.102143730655271,0.00916640995640203,-0.0128418149611212,-0.0573771259633588,0.025347468343228,-0.0216640666163562,0.0341339493605879,-0.0709655088683903,-0.0991924733676546,0.057078056197853,0.015619793517533,0.0287646110131596,0.149942579542485,0.0969025501322278,0.101287057220447,0.140113730583274,0.125904641467354
"1171_F_gi_no",0.0564584880666377,0.0336003070243787,-0.0465446870084241,-0.101490165761399,-0.104314719331498,-0.0932514409151928,-0.0541010567392194,-0.160910728568959,0.164911120765136,0.145832531110694,0.112084934136895,0.141567791513521,-0.103279297915743,-0.0592887240864902,0.0377338716356221,0.0788044827306344,0.010263532856435,0.0663403017500447,0.0576579006678515,0.0218166927847961,-0.00434054996461772,0.0135680738748997,-0.0681207518789629,-0.0754477368486864,-0.108342649039841
"1171_F_hyp_no",0.0199409420335815,0.00853952457172392,-0.0410498738507568,0.0442197160002635,0.0890572960723478,0.101072325309614,0.14832262792525,0.0986930966091065,0.0193508083163769,-0.044415219302884,-0.0864196841552941,-0.10392523122233,-0.072639803623854,-0.0480512272457897,-0.14056391678041,-0.0837431840110842,-0.0730851741315466,0.0156042306424826,0.0971537591981899,-0.0114586395621474,-0.0649166633855812,-0.0754508695162431,-0.0280948529697983,0.0370392648779753,-0.0568028432743359
"1171_F_liv_no",-0.122565528846241,0.00578122503748741,-0.0333370986235963,0.0811849768970524,0.0993960835963168,-0.0899884944050934,-0.0614027681649057,0.00489144336246281,-0.00512174724286822,-0.0789581677901122,0.0165844045001638,-0.0144161119520213,0.0945206715359797,0.157499195254106,0.0638249285775363,0.116893720578143,0.0569941625665561,-0.152590709058126,-0.122231973414829,0.157581084689981,-0.0535105348702711,0.0511914312323138,-0.0946915099419355,-0.0744475633237154,0.0366114604051562
"1171_F_lu_no",-0.0512436125519693,-0.143365137891746,-0.0430742722401302,-0.0873785978730042,-0.0388576567720294,-0.0335384192339734,-0.0135781855941017,0.0434414704982646,-0.122518047629113,0.000970686079053099,-0.0184946684768158,-0.0617799702182554,0.0331423392575309,-0.0214111921756096,0.0315764244799487,-0.074122422394422,-0.111689724607889,0.0523323973390862,0.00912766408102027,0.108029515886978,0.125210677622462,0.0732902817565051,0.0959525232137711,0.126940695486228,0.138515826603834
"1109_F_gi_no",0.0351722017081046,0.0266066973777005,-0.0393737059996173,-0.110536608035822,-0.104786241556596,-0.0810695189960484,-0.0474446822502425,-0.144812963581809,0.129447125728202,0.163834679994988,0.160178334205418,0.121311308368507,-0.102712197111619,-0.0562146200149776,0.0306968924541286,0.060497798054185,0.0422975862015753,0.0542378018618935,0.0590629334809676,-0.0941542518334883,0.0404444298229679,0.047649630440696,-0.0529727185520745,-0.0544919088687687,-0.101273996190676
"1109_F_hyp_no",0.0207511772106836,0.0372957678798448,-0.0348159433610246,0.0552068223244094,0.0962088036571211,0.115551907877722,0.141930357234132,0.0950172922322443,0.0254666989265826,-0.0490979862952004,-0.0916668909069197,-0.0952160080047984,-0.0644099464966567,-0.0466466560396298,-0.136972875623842,-0.0822620147507736,-0.0485828528513903,0.0266144030009423,0.0925914330250506,-0.0837423242354064,-0.0667707771654155,-0.0700105724065604,-0.0293009760145274,0.0319618419428397,-0.0549444021221061
