"","kMEblack","kMEgreen","kMEpurple","kMEgreenyellow","kMEmagenta","kMEtan","kMEblue","kMEred","kMEyellow","kMEpink","kMEbrown","kMEturquoise"
"LSM7",-0.231416920972068,-0.256256231144956,-0.582138559571379,-0.845761144334983,-0.324605985700818,-0.571065861287046,0.755744999536168,0.3690579203842,0.108893967373132,0.305690123321164,0.860501746491503,0.340192999072723
"LSM8",-0.28645382516332,-0.359566175695269,-0.308042403506821,-0.789976752348627,-0.0211948080071069,-0.0546683418831143,0.390587772587333,-0.19575447726716,-0.46438191621126,0.251874767360391,0.878056663505897,0.860093450341823
"LSP1",0.20891120836341,0.0922812968091075,-0.419914345884587,-0.140378966822754,-0.506634419767117,-0.626213846366015,0.496885402074187,0.670499470919385,0.696438063359873,-0.137998898903833,-0.0586045831278052,-0.37113886158844
"LSR",0.0767387890698587,-0.453996841089454,0.00314172586575515,-0.000938524596578863,0.205216424699423,0.507001455353935,-0.321493152801346,-0.619894121944595,-0.607204714497726,-0.0532574930070386,0.207588925984888,0.421301817073703
"LTA4H",-0.0513906730769361,-0.2321224629561,0.337754497332554,0.110577531847192,0.476622948495703,0.748354578552689,-0.528365058597288,-0.801213057383969,-0.804993298558116,0.0309821067555804,0.104323304114468,0.576838109117396
"LTB",-0.333009190830817,-0.297455643547254,-0.64292207468866,-0.540049824555084,-0.558559895207327,-0.592007685524928,0.62685755917376,0.474130068334833,0.324892702835234,-0.137409651790009,0.365609177796783,0.0537004615892567
"LTBP1",0.173163239674936,0.281455181989266,0.506470158954148,0.762261285284845,0.413185907095325,0.422637552909411,-0.627450142851201,-0.216892509159873,-0.00416247472935522,-0.0670995483787486,-0.717990067889958,-0.472777491783142
"LTBP2",-0.140684025501362,0.490509209739558,-0.0761650584135432,-0.0193712052647899,-0.27710205419844,-0.628658177361073,0.404830479352085,0.738203356778796,0.752901850354055,0.0996584000691252,-0.257669434158168,-0.472658315550767
"LTBP3",0.229598246824088,0.355795902568521,0.0943912525953576,0.525668463581007,0.103379908150051,-0.219789133397945,-0.110217347867362,0.420944776101266,0.589551496661874,0.169930598577578,-0.645431373565814,-0.829476558700576
"LTBP4",0.213840788770895,0.0749987689812904,-0.176935582593389,0.342279953290583,-0.435658084797395,-0.289653630066489,0.0438462988388471,0.411337121308747,0.566978003392892,-0.471497530722676,-0.50033733615244,-0.598340152806815
"LTBR",0.255171273515927,-0.208902643519454,0.488597402985109,0.552283063966863,0.66180833045423,0.945615064477057,-0.865707007847834,-0.896877761994286,-0.763869740333652,0.0184558667496789,-0.275929569176038,0.166728722674192
"LTC4S",-0.0657348644346389,-0.339658335683737,0.0487394770514821,-0.13864059948972,0.361325912851167,0.369198029590231,-0.21350366280112,-0.488642281113511,-0.58785976974034,0.258777621259472,0.375615667160124,0.407604558909694
"LTF",0.0381460116497875,0.174302254787253,0.0218267096363687,-0.0346492672372818,-0.146384455163865,-0.113567181393706,0.0750487653485874,0.109367179434028,0.108753841959682,-0.114726316364647,-0.0110134589981067,0.0519012309427593
"LTN1",-0.303506775677504,0.766940662008835,0.774140867809497,0.265093309988235,0.126535873449117,0.127344731803114,-0.219460060363538,0.00674474088237346,0.0624678000729926,-0.0710095261524465,-0.248959330712441,-0.0768975969336556
"LTO1",-0.0350543199506263,0.153355495459997,0.356408057040293,0.474456497834021,0.402231282655454,0.360540018317858,-0.470394444125042,-0.233514389168427,-0.135093088355671,0.0661319059372807,-0.466346120932307,-0.264287902924832
"LTV1",-0.00488671072576125,-0.175724491873134,-0.457055796248972,-0.646573737704975,-0.346041360634396,-0.456988715701101,0.563609159933352,0.289156626182573,0.0821858010240442,0.14800675866871,0.572697078571851,0.324961452137553
"LUC7L",-0.265130460502783,-0.564255800994881,-0.220488392165864,-0.30824772887412,0.0868411472431607,0.346056226815215,-0.0907506501218844,-0.501811254670466,-0.643484840575881,-0.126072976172452,0.454176027863192,0.584865405123742
"LUC7L2",0.151856822857518,-0.426247254936046,0.120426366233184,0.223608405236799,0.228035789842316,0.695482422150915,-0.557486636275133,-0.746507135660753,-0.698179690467582,-0.352182723031345,-0.0963987568567359,0.425074251512501
"LUC7L3",0.0843134203957572,-0.561020346142144,-0.348256034343903,-0.28401522037321,0.113184268735203,0.258001925453368,-0.0513128803690371,-0.400241118377669,-0.510718548931756,-0.0241456565864033,0.221745942210348,0.612528458657657
"LUM",0.433421179240218,-0.191091267262215,-0.605139565814469,-0.155869840259808,-0.432434265004428,-0.526700196532341,0.461393850976541,0.532124254126454,0.570026534525769,-0.125709224661321,-0.0786325785040467,-0.263927691138739
"LURAP1",0.00670024467846987,0.67134589867786,0.567840188697131,0.491209378343323,0.401330696829263,0.01037566339765,-0.248117427905138,0.198703974946106,0.328820414791367,0.395046739466798,-0.471212074519143,-0.581749752957988
"LURAP1L",0.000634032924991339,-0.272472023014933,-0.2295854912289,-0.258971341663045,-0.280015916054174,-0.125487547090867,0.171934884051291,0.00818279214610224,-0.0747944279341567,-0.166859174615433,0.2747046324976,0.185637997394333
"LUZP1",0.226214252208421,0.606053329672644,0.699088635807481,0.865140070679748,0.330661518020626,0.261001296607325,-0.591708968448953,0.00876636991900308,0.243473820174108,-0.0466608847042664,-0.858007573011841,-0.752419769046751
"LUZP2",-0.254405190957198,0.388292434125277,-0.189428496996589,-0.145770570596992,-0.4474209459385,-0.675695414123319,0.498070893489778,0.738871695980169,0.710341341249155,-0.0821030350064435,-0.115945908304022,-0.401424762016044
"LVRN",0.123506802050067,0.0206985249165469,0.0197476473029158,-0.0360555920309567,-0.0113492289105005,0.0329395996504006,0.00552285761180561,-0.0729593517699148,-0.0649298606232485,-0.0382239351971912,0.00607397256997711,0.246949585023577
"LXN",0.27700332164452,-0.441185702287571,-0.110837543720001,0.032868362685934,-0.006468700038328,0.314876107589733,-0.228057499148222,-0.388009752052476,-0.405590820307555,-0.241564651291674,0.0388001125818501,0.257246560874623
"LY6D",0.851561228359806,-0.25965940769169,-0.0222052408506347,0.323935584883775,0.0533126471541839,0.278933549094027,-0.33157623768997,-0.244665101353614,-0.139470997625137,-0.21388478323529,-0.249386735556351,-0.106366714560135
"LY6E",0.438014377942515,-0.123751138813582,0.265777713904827,0.625533127475308,0.51829384839798,0.561850194907673,-0.690044212526222,-0.443219165625703,-0.303719559422444,0.0702991318880531,-0.548053991565978,-0.27527647897156
"LY6I",-0.0917384484249992,-0.179826313498938,0.185582738448833,-0.035140552103817,0.103211300482144,0.345661437698698,-0.251618746305344,-0.439519774598561,-0.499984597233945,-0.101168403453585,0.200032849957847,0.337473184541251
"LY75",0.115528854714119,-0.16796355360231,-0.178662513267191,-0.319224379310344,0.194544731913625,-0.00474775584496735,0.146092345174356,-0.0710567584223049,-0.203468390256411,0.385037578926361,0.293501996945014,0.299560821745926
"LY96",0.00136842425529817,-0.00633443542576864,0.191077254304422,-0.169169523812279,0.259756411938161,0.273159253956923,-0.074555188464715,-0.340765960946917,-0.393594909653761,0.176022706059265,0.321126255576779,0.466753893983735
"LYAR",0.492739228962652,-0.235678206515321,0.295472370526592,0.444152312970285,0.414841566195939,0.677168489161886,-0.68599332614256,-0.651505832606203,-0.581827667058227,-0.136449603935697,-0.286752168444191,0.0990269211220023
"LYN",0.0975557454264692,0.337916027282217,0.274820621358205,0.59896835277755,0.078899135036928,0.0866234418816139,-0.350045365101414,0.129066900672644,0.282875071578591,-0.237873852761081,-0.713629141800282,-0.599279137597892
"LYPD1",-0.142593733583861,-0.00728763713806044,-0.345745236758113,-0.231117584442265,-0.262318473066644,-0.505048275890555,0.402714161821129,0.493156758726644,0.398159663729552,0.133842393164714,0.0971594317545239,-0.218644111596834
"LYPD6",-0.245910545983573,0.253861596093434,0.245660836575375,-0.0643380592891993,0.15051455720907,-0.0567342599370878,0.0416753946341479,0.0623167013727636,0.0248518782591762,0.275619711513807,0.190115526623151,-0.0772105197195442
"LYPD6B",-0.351200344462016,0.176887361445911,-0.201851599473019,-0.243446265006153,-0.333915814816874,-0.464720140588594,0.406372060748217,0.487647632471321,0.425135947039311,-0.0713410803170485,0.0511033895307484,-0.16423359385973
"LYPLA1",-0.282115270252173,-0.100720677582068,-0.0979476282242964,-0.575322249454799,0.0564263189310692,0.041017826539298,0.226993841427786,-0.192078086936995,-0.406077829640414,0.156360277420493,0.56386261948728,0.775402980475716
"LYPLA2",-0.321410004818945,-0.197655581829629,-0.353540275421242,-0.635825402052663,-0.0521542180375572,-0.294568883410571,0.464280297072785,0.13869099025614,-0.0842617851978304,0.354608353689404,0.717451430830036,0.35924132788777
"LYPLAL1",-0.234106892598368,0.102461400269161,-0.506785412506459,-0.762085911781096,-0.621603035579109,-0.866252319592129,0.929859542957583,0.741622656578873,0.551499449477091,0.101047318078215,0.601563533255062,0.171126800698645
"LYRM1",-0.113998728765371,0.266809470328026,0.0922614934027277,-0.0980737313840068,-0.153306425760825,-0.24540732801036,0.215973533562032,0.250475229303113,0.255003904660105,0.0384136894202463,0.0357324638582752,-0.0514047547192622
"LYRM2",-0.18011756879584,-0.0483832983952331,-0.40928160123853,-0.462795879997332,-0.294223592403608,-0.413661281057407,0.477107327816996,0.354107360425142,0.211370561310995,0.0468975415014062,0.229463598356105,0.178928359203389
"LYRM4",-0.0455317490538645,0.0316888105703407,0.127036141999125,-0.266100757458628,0.172604365782612,0.114447785334421,0.0473766280673125,-0.214563910103453,-0.297850071059581,0.234442169864759,0.354716582808413,0.51134190690623
"LYRM7",-0.163352457371596,-0.0649721357174538,-0.224124547197687,-0.697768899182551,-0.0954536630100409,-0.376417366165038,0.518903074882926,0.194226279257447,-0.0687770028511536,0.415270198319926,0.762512013450503,0.443845798766253
"LYSMD1",0.153303764946472,-0.494892924695497,-0.0362396179035987,0.20404585225607,0.199181441638996,0.606722879224938,-0.455038295122939,-0.63754966444742,-0.571135189167524,-0.308851792416941,-0.117916911938034,0.32544352859631
"LYSMD2",0.00857696698358534,-0.634350907070038,-0.452367427433102,-0.156610045407112,-0.096597324836328,0.133995882767116,0.00842130840487712,-0.232933205290724,-0.259176651587276,-0.170745761169574,0.205927088832957,0.242844717792283
"LYSMD3",0.0254774931407399,0.356255499415602,0.51234444312118,0.626071323259377,0.323526562725978,0.379610412383436,-0.547524885348817,-0.195288020305211,-0.0277191057894493,-0.129237344790551,-0.632757186795157,-0.3788101356527
"LYSMD4",0.160246717596085,0.424059646338265,0.320497038777464,0.485450698166775,0.0773689902605262,-0.0385109611050388,-0.197829455683241,0.231050522321612,0.367915381969282,-0.0607722043195413,-0.560144265463773,-0.561759196823525
"LYST",-0.155723158024442,0.660622766646212,0.845657160992024,0.270108006429641,0.361572454647748,0.24121625832123,-0.344301408822616,-0.152496979449554,-0.152224496398172,0.223625611281009,-0.122266136207242,-0.0524790720528916
"LYVE1",0.515094765815541,-0.159122331576936,0.323705059143326,0.51293021675749,0.582644175637742,0.710271401050005,-0.704302429050945,-0.63551521231873,-0.510713843821165,0.12291525942647,-0.353296132760777,-0.0275446958941292
"LYZ1",0.581735166037421,-0.537211920438784,-0.290282007695648,0.158272472819908,-0.0136987802952042,0.307094437119203,-0.229878208740801,-0.316290812582807,-0.230377419436643,-0.265151944627994,-0.0758354648089085,0.0107133859041205
"LZIC",-0.0653504198990433,0.180033527579608,-0.400915163029987,-0.559299150378776,-0.472926032638139,-0.800681588627812,0.7729634481578,0.743113750763799,0.591951207297938,0.186580928145373,0.34322212349274,-0.025624670983245
"LZTFL1",-0.000279859848158916,0.0405800634168964,-0.361356288293461,-0.590614645887448,-0.190942724543965,-0.443075731111536,0.560117158208523,0.356625490133893,0.183966796543764,0.254324170690779,0.341166037172922,0.361422933651603
"LZTR1",0.0892325511229727,0.518942723467628,0.199803914455218,0.268939798427979,-0.0850636909093973,-0.366550740120659,0.130735399351675,0.537804992585205,0.628553356306461,0.0848612740457446,-0.266957353767074,-0.705154074435494
"LZTS2",0.269123016198932,-0.213063249111975,0.0378045308123822,0.445044366245139,0.395996004095067,0.349581410641128,-0.468522897505234,-0.274871674529631,-0.193479350252115,0.158694378002258,-0.357844147755225,-0.336991401727156
"LZTS3",0.0443757280268153,0.502965154717221,0.288426295895704,0.492646326852694,-0.0620809445067231,-0.179194690942001,-0.105018987688313,0.389787322790138,0.547081551436202,-0.130727000810618,-0.495985057624911,-0.791445691861723
"M6PR",-0.189896027463435,0.110695153196596,-0.47472758334191,-0.535286682655588,-0.466259043739317,-0.730284567961986,0.7354765322244,0.661176908220342,0.557456691327553,0.0787432760287623,0.239586743452535,0.0454336995316145
"MAB21L3",0.224506263703511,0.288175202769918,0.360354195263929,0.258568480041443,0.671830363507811,0.177934743867649,-0.280092044531616,-0.0826636040590111,-0.0834718575303913,0.688768653633442,-0.187638600588053,-0.242894168896362
"MACC1",-0.153900181960133,0.330517118518163,0.294682018993257,0.111966981740758,0.391603938089212,0.0864376642392076,-0.128605623196443,-0.00199281349696746,-0.0401193341252414,0.28151574673308,-0.119436773412245,-0.0460208664767167
"MACF1",0.155881489746901,0.613994838797247,0.884144475692338,0.798645775442695,0.316157075450758,0.403060007508368,-0.654817867486327,-0.185274582324093,0.0291936148471073,-0.0948205758934483,-0.688779834119611,-0.519589189941201
"MACO1",0.342689619393913,-0.298537690545871,0.32521009714847,0.562888464153769,0.650035781372206,0.890958506236018,-0.84436681483957,-0.836125069086251,-0.704287659553589,0.00176286940480733,-0.378470014384266,0.105682053485607
"MACROD1",-0.170906270414195,-0.462102391889849,-0.240794322192227,-0.286738348028805,0.137522833416908,0.236914416754358,-0.0251818284272805,-0.372073748985825,-0.505072494066963,0.0578508983305189,0.467669356512102,0.418020213383098
"MACROH2A1",-0.0361519283047274,-0.675963142417245,-0.761503001889449,-0.67751773017989,-0.288888580594439,-0.236069067996293,0.456922068048903,0.00615879525967404,-0.189842922747027,-0.0151755760196855,0.569730514119734,0.578311293367472
"MACROH2A2",-0.00660901280631832,-0.112597540860853,-0.303651953547033,0.0437218584133576,-0.234276549039054,-0.221716552769328,0.144485399195308,0.253133213664128,0.320136938837868,-0.198204212674286,-0.167066409506917,-0.256138143912983
"MAD1L1",0.114134070969923,0.0303907752249632,-0.279352331076339,0.0292528258267004,-0.317262317218122,-0.392277174321699,0.239441025858456,0.45217098220149,0.472700008271808,-0.0887199721955027,-0.143940937727185,-0.46470941109549
"MAD2L1",-0.1159107302789,-0.142910524505535,-0.447647769384355,-0.433476646961601,-0.343503164225679,-0.483852456626286,0.479561037293536,0.379935974789446,0.214918358619545,0.0429970379760361,0.358211024154124,0.0351838322107215
"MAD2L1BP",-0.192118919923154,-0.301736100957738,-0.343460334106725,-0.201924642108468,-0.38764717570196,-0.172352647349539,0.240767296639406,0.0875919625532496,0.0979042570829276,-0.311086210887924,0.125662664285859,0.112149931379342
"MAD2L2",-0.0450564661890627,-0.393098021511678,-0.157063875468876,-0.326052176241333,0.317261164136744,0.196629656278563,-0.0202492297974571,-0.341187657480255,-0.512616089887133,0.374802291241123,0.470922838690801,0.4352840713811
"MADD",0.2208006546573,0.180346744821237,0.503060592871292,0.931422897695266,0.303974666157017,0.509169306703812,-0.770113183803227,-0.291603701266031,-0.0256045538997027,-0.305166137072577,-0.846372417725112,-0.650983341946705
"MAEA",0.264498421871214,-0.393655888401932,-0.226646082661455,0.214553531209185,-0.212660694263136,0.160273619806005,-0.19907176682366,-0.163541953896383,-0.078972322950797,-0.460191774552041,-0.254186739975848,-0.145908855064926
"MAF",0.0204204084636485,-0.243054087323571,0.367986041530366,0.492358107503574,0.255193600420829,0.815086658140497,-0.732241194445892,-0.77901964222282,-0.622275404185951,-0.481867136416391,-0.270968407202369,0.167798291355579
"MAF1",0.0802671327859345,-0.117791607963469,0.137135856858221,0.360946954563077,0.155220574677821,0.347435888491219,-0.422457829274182,-0.295306346496363,-0.232884420698835,-0.192586897035848,-0.258475573593002,-0.180602447179398
"MAFB",0.147605670231588,-0.0986071258686856,0.0769130588309729,0.437229174361656,-0.225151513961486,0.169692424642771,-0.284236375438913,-0.0745481558393053,0.0981623916498994,-0.583912966287017,-0.408251754919473,-0.323237312735212
"MAFF",0.274562578470033,-0.213446650280778,0.432882199350261,0.567557161870963,0.675282750093605,0.929662507462834,-0.877860780430317,-0.865104746509347,-0.746010339261654,-0.00635972180044561,-0.358399117629569,0.10867014046651
"MAFG",-0.00517237769915043,0.0719861508738317,0.330588060122617,0.500984865279857,0.0141101395049833,0.279691642238441,-0.394999261865287,-0.183005285352297,-0.0246963367764858,-0.30912364493469,-0.330156188310882,-0.368587614817358
"MAFK",0.0950808331259302,-0.465547335577312,0.00248272805130425,0.132420907558905,-0.075689304286548,0.516542030270467,-0.375815537487112,-0.582357266066526,-0.536614105338875,-0.542425324873546,0.07292651097544,0.300791185490009
"MAG",0.085532837144142,-0.53044865752503,-0.297126356616868,0.00475031387266889,-0.2377261539218,0.12539268920201,-0.10916078790284,-0.215922949851595,-0.236369120548371,-0.408498006402077,0.0679662538714531,0.0464319105752246
"MAGED1",-0.0526315909471821,-0.473532775352374,-0.312593816473735,0.0363061640952403,-0.0431510159812333,0.213785785489215,-0.123944537400279,-0.252516518575042,-0.224615342136171,-0.291159035718678,-0.0252922440169966,0.161682889007001
"MAGED2",-0.258832883337528,-0.0567143684041857,-0.525457309030299,-0.588070477476415,-0.379145603125442,-0.6843689800227,0.70124199030001,0.585608643680078,0.40422818450015,0.173076521295215,0.478038197839379,0.0240168585940326
"MAGEE1",-0.0790795625702051,-0.0672476867107363,-0.438777145294756,-0.292515596419774,-0.28456722407605,-0.489659022331757,0.46460909960433,0.442044224830228,0.385708618320085,0.0661830335561591,0.18637520056402,-0.0972993436654914
"MAGEE2",-0.424325475871618,-0.0195755081675833,-0.129990944125478,-0.352682130876343,0.00748882034155481,-0.191536765896395,0.254560903718474,0.111418285446753,-0.0318051440163365,0.218932437885883,0.358775630208895,0.208578283857012
"MAGEH1",-0.271402497650242,-0.392064282209586,-0.388307485167786,-0.644768430504982,-0.0395609362053127,-0.0654738931278241,0.316455883097829,-0.132909445203338,-0.370371604115873,0.162163436324764,0.733222876231566,0.587517919909542
"MAGI1",0.0297989077592159,0.664693135375384,0.644032408305504,0.733511955083391,0.114371936704665,0.112308339897699,-0.404555707604671,0.135552329973205,0.368608916866846,-0.174729528697117,-0.761017079370133,-0.667162808395646
"MAGI2",0.0714494960240609,0.411675754616098,0.179770373192827,0.419697234708822,-0.091675614946737,-0.213553087040448,-0.0372908172392487,0.40736661790111,0.566454513106175,-0.110986808589591,-0.521623040787277,-0.706779009906516
"MAGI3",0.199706594490224,0.464941243541983,0.562918726327337,0.775550331859372,-0.00660366193641046,0.211233741444683,-0.509586887494168,0.00369260227065501,0.245086917100629,-0.431244084479772,-0.836842095800715,-0.596734286556651
"MAGIX",-0.187090396440246,-0.206925779087388,-0.561901142770793,-0.657242792233527,0.0532378028869744,-0.449478953596773,0.56905497882015,0.316064393313674,0.0909790719206135,0.596402666519303,0.54925965736631,0.283353090755722
"MAGOHB",-0.240704886606675,-0.322136008231826,-0.517342036143238,-0.908636696154688,-0.317270075494422,-0.447210734373067,0.699331533893425,0.184987642628354,-0.0946316173021721,0.23340573671353,0.893754281168869,0.66315193633419
"MAGT1",-0.348912879291024,0.450876935478432,-0.142882683899302,-0.544096738780655,-0.28454281049837,-0.698965128378563,0.702781455807531,0.662410564413695,0.515993439475486,0.282199934659101,0.307547629151646,0.142004879146209
"MAIP1",-0.00739124573260166,-0.0310003062519265,-0.213313457467531,-0.441480024543923,-0.454236563351403,-0.453006403005515,0.499412869063957,0.34089378335125,0.217392791935153,-0.0646802411926088,0.534928620446975,0.0304479228423066
"MAJIN",-0.399211627268553,0.102899684977336,-0.406296679823701,-0.611769953576491,-0.269914336706602,-0.642653528735348,0.716971035741925,0.561369884567609,0.387647082837403,0.309078985038539,0.410779011340823,0.193711394124347
"MAK16",0.125420768293688,-0.542124413822777,-0.192730081525113,-0.22598078231431,0.198937204424464,0.353787116341031,-0.148561089863389,-0.51829850537471,-0.611048537403767,0.0559102135641905,0.280881429875167,0.599545402557024
"MAL",0.195110715709012,-0.0178539538349695,0.302525658923619,0.343270477311823,0.309760748328349,0.387021181113309,-0.472676282295164,-0.351578630331867,-0.324704264435476,0.00529959594413237,-0.221640447446267,-0.0916163871668906
"MAL2",0.23663415708456,0.131537650146026,0.493587378649959,0.659620732824997,0.510638359353466,0.540219054498164,-0.694960681007938,-0.390269867106944,-0.240611855629095,0.034658890877334,-0.580256314613594,-0.29478009362426
"MALRD1",0.134016255020892,-0.365528738855689,-0.174898409687899,0.194076318138672,0.00550082200163177,0.28113865391893,-0.251255236155179,-0.256746698649245,-0.166632144810299,-0.276970474213502,-0.221352519874022,0.0223722868787808
"MALSU1",-0.329037807570066,0.154051661240217,-0.244787273224217,-0.581642536715877,-0.467321458907727,-0.541814424843717,0.636839245456101,0.425744023107027,0.296115665038508,0.00719202266079712,0.453715819248504,0.278462335192247
"MALT1",0.252609814056667,-0.0833540307226876,-0.0740446888784756,-0.0941145746107513,-0.0369074191105122,0.0486531124002624,0.0271057552885124,-0.108682969410757,-0.0992756536317866,-0.00954204840593845,0.0718228062310056,0.248231145867794
"MAMDC2",0.137242157294136,0.224963584087885,0.0342824797507927,0.0653731454567008,0.362176432754319,-0.164805509701743,0.0324925137253077,0.238644396086199,0.204408509730245,0.561341987404035,-0.148615529508902,-0.258425765652265
"MAMDC4",-0.0234686655671564,0.0588047431339154,0.0206463680207476,0.13052767001004,0.284878958223117,-0.0366968849014169,-0.0744294365313454,0.0894762486013036,0.0695396191499015,0.367816490887205,-0.10041801269961,-0.292050961550723
"MAML1",0.30551994028646,0.21870945181087,0.627878153200585,0.951000356368962,0.474999297814263,0.660811177266282,-0.861082567074887,-0.438071356755401,-0.159367789859815,-0.157636388082291,-0.828469644669285,-0.518470309343386
"MAML2",0.178481483908107,0.540079315010731,0.660536047722609,0.848587774548421,0.351507332964953,0.353663839316124,-0.61444043221475,-0.0962646548331875,0.167791820836977,-0.0614992219078307,-0.844879348752427,-0.609556121469062
"MAML3",-0.00451705555333659,0.193627520015318,0.481217433938689,0.730222330781921,0.179100842367966,0.428259173169907,-0.610434824407476,-0.265797012174048,-0.0239876677883183,-0.344161385182548,-0.665109458977697,-0.405693018029341
"MAMSTR",-0.194745985885556,0.165790899746143,-0.442877475616527,-0.413660089370616,-0.828071101957738,-0.850349073942442,0.774623322489109,0.823257549731789,0.76309769020333,-0.291331130985903,0.199751543574407,-0.238222742572493
"MAN1A1",0.0261834316885696,-0.00919196258213212,0.532530340193533,0.443550879334885,0.453026426436857,0.774223900164536,-0.699730973435858,-0.722380071473787,-0.600846026280365,-0.196126440342476,-0.275518933815388,0.2525431006892
"MAN1A2",-0.252912160974492,0.471063274488252,-0.10445891600569,-0.239482707436754,-0.398871610385548,-0.624899554083118,0.535636997665279,0.675115499529188,0.653369773764056,0.0196961761518958,-0.0849146780673201,-0.173697672388163
"MAN1B1",-0.0116719949558331,0.519866472865806,0.016582324627114,0.2021781739295,-0.0833384440616963,-0.503561577533152,0.232400140657045,0.668483420185046,0.740021422248583,0.223241465570005,-0.379537446685248,-0.712941548530017
"MAN1C1",0.292987244900127,-0.22940399148594,0.31464789715008,0.648991923139095,0.594698592024035,0.819139283367648,-0.830010671815919,-0.723993940228429,-0.550408521664675,-0.0752839636627596,-0.525692328704574,-0.0417266941987123
"MAN2A1",-0.0734033820805268,0.678492782008659,0.658916430794432,0.549860559391259,0.53475526789775,0.206954561075078,-0.412330577001145,0.00643769941379261,0.140391994315284,0.314714706207435,-0.601754547943987,-0.39953073475458
"MAN2A2",0.0298709697069471,0.553639585066734,0.441265237833145,0.635268672483521,0.163021541302487,-0.0552421244716757,-0.255723080897816,0.28677700595936,0.489993091278194,0.0767294806840156,-0.611380430445617,-0.832813381785103
"MAN2B1",-0.0529457684080583,0.298978747138439,0.105028231286223,0.273509569527509,-0.239314279380296,-0.164395107930706,0.0314216396212962,0.288502468048506,0.436854194804748,-0.284714350778411,-0.352115829652086,-0.504754037986247
"MAN2B2",0.273450002512317,0.447788604920407,0.288756439689836,0.658324852010202,0.141867005313607,-0.0194287492276989,-0.276781954433608,0.26133382200438,0.487277875920508,-0.0571594659802395,-0.782607293681333,-0.730873326067254
"MAN2C1",-0.106772930822029,0.0742807119956921,-0.489278763443698,-0.274909452613858,-0.495482258301419,-0.731773983275413,0.619503196990601,0.74332453283821,0.692589358694723,-0.0538504126331154,0.140063071136071,-0.405149704037154
"MANBA",-0.26810867069725,0.328240883503779,-0.374987963673923,-0.501096916427486,-0.569064491420015,-0.914698054514851,0.836824083092437,0.889601627462465,0.779284405254391,0.0789595529493025,0.257529812857607,-0.187158372366685
"MANBAL",0.167195418725359,-0.0834260982513225,-0.381000322684813,-0.529022093017482,-0.18844697956359,-0.446673172613679,0.50493239856633,0.333334212523411,0.144492699421251,0.272736150822384,0.42186433756081,0.175670900400741
"MANEA",-0.233336096839944,-0.0299488813247473,-0.421410157390817,-0.807778498858601,-0.478807002696887,-0.590617986394661,0.783070678552203,0.420174061620898,0.21634163328635,0.0668325302088515,0.711431427384794,0.488530785227995
"MANF",0.0792927907977435,-0.246185785146892,-0.327386804895319,-0.576974780856985,0.116500136306649,-0.155358091375819,0.349264660929485,-0.0116039781313023,-0.208951321824245,0.542077372642101,0.606914285422407,0.454665586741626
"MANSC1",0.559617533356536,0.191374070308615,0.0475633104630769,0.355310086480634,0.378948671381307,-0.047515356999931,-0.154501325307751,0.186176120669094,0.278784875747323,0.466761164364806,-0.482512220834218,-0.422904954151792
"MAOA",-0.1919581011319,0.262715962701979,-0.241303652476165,-0.312893880019883,-0.521943054454359,-0.629290021314455,0.558791979228288,0.624919592610111,0.569543642396264,-0.195599669333199,0.0238783159307584,-0.0743750588511612
"MAOB",-0.300810180806425,0.106960328282613,-0.47037550992954,-0.775892772966139,-0.377051400179105,-0.754917198569178,0.868914460274087,0.647221128322782,0.442566913333539,0.271255744485841,0.608552786922974,0.221826512087371
"MAP10",0.0822593811131947,0.122869319356254,-0.233676928974375,-0.195130688534965,-0.000470905075871535,-0.39502736870108,0.312559767296699,0.418607780754092,0.334865447385951,0.334803249098981,0.070620362239258,-0.220282736124674
"MAP11",0.102551951992379,-0.478055088298054,0.182171495348717,0.26374876495506,0.402700846502866,0.777617758360815,-0.624057824780499,-0.819737560761818,-0.770759112733211,-0.103563633784838,0.0204196465093877,0.266506604600683
"MAP1A",0.227030118322897,0.0682019511987279,0.0101889606990634,0.302429138108082,-0.186428866388713,-0.00218632341988349,-0.114298286990122,0.0956223772208605,0.225723514787336,-0.304662069383684,-0.380218633323602,-0.317782174379629
"MAP1B",0.230262070917077,0.363194650679321,0.64759133328177,0.678042489445953,0.561779818544129,0.468848263806472,-0.648799181972583,-0.293035740384606,-0.117326422718811,0.187642986892063,-0.621435516048381,-0.292891747765529
"MAP1LC3A",0.0128265948320768,-0.47839789838294,-0.202537696520072,-0.436012390555676,-0.143595890952793,0.177426124339931,0.114540506151941,-0.380010989937769,-0.495362020797008,-0.15727373072949,0.690075796114572,0.642274730434494
"MAP1LC3B",-0.108181290400155,-0.144281004957863,-0.170532367632077,-0.55004640756078,-0.0460348787584037,-0.171789790837822,0.330733295197204,0.0180989491242049,-0.190524817534287,0.299949350868449,0.618256715599998,0.361406712987218
"MAP1S",0.027218230789904,0.277297829535091,0.334297477703458,0.701282190474199,0.271747792680668,0.235924794447457,-0.466017789840173,-0.0142638315750922,0.204487538459626,-0.0980846835290881,-0.687333969344579,-0.656421249035305
"MAP2",-0.244805337226295,0.696242504111312,0.325561984917019,0.380281765684699,-0.0089014062876881,-0.313924718842089,0.00221282302039727,0.509476303852014,0.616505177839116,0.0773990282306315,-0.49060362314421,-0.712572255914679
