"","kMEblack","kMEgreen","kMEpurple","kMEgreenyellow","kMEmagenta","kMEtan","kMEblue","kMEred","kMEyellow","kMEpink","kMEbrown","kMEturquoise"
"ADSS1",0.096147927020121,-0.117958987380383,-0.0474625383641962,0.114873429008425,-0.118031689995578,0.0920898561553179,-0.13724212655533,-0.0877632538805991,-0.0834030457072132,-0.317683875046292,-0.0593077582665986,-0.0363992816108936
"ADSS2",-0.244295171277155,-0.354200997939664,-0.274324825661341,-0.660354821764794,-0.265717928889744,-0.00302895439836524,0.318674476779798,-0.216170816336474,-0.419255527501478,-0.18258637957149,0.685258575752003,0.85086151084754
"ADTRP",0.144582931764986,0.124428129338841,-0.136379637263793,-0.243266248505922,0.281620699476877,-0.263075075237329,0.275528632717026,0.245193416603486,0.175762526456965,0.68995165771604,0.174731796796667,0.0652395220123288
"AEBP1",0.211357100924704,-0.256907981479425,-0.535662047433082,0.0155367986247296,-0.553613250069038,-0.379361342501098,0.282464642765679,0.395754714096064,0.484945143265607,-0.465970314628523,-0.188159570513297,-0.320207618650513
"AEBP2",-0.0204362862954144,-0.0893937450049181,0.0615811333448988,0.405839657665736,-0.161548767546058,0.227185110700746,-0.309892284313052,-0.13733342762549,0.00115111589984989,-0.609678994384744,-0.396197717632304,-0.293348167922015
"AEN",-0.0221441068949388,0.310454010167172,0.0991258914872824,0.112733207453876,-0.142049666160677,-0.269581778996105,0.113411545170459,0.355648001924753,0.391780015257724,0.0502837059591942,-0.189241713321578,-0.444631599334958
"AFAP1",0.271365180187056,0.174890687577162,0.612307022901825,0.918437270784925,0.427368983586991,0.642069936747769,-0.852161249139646,-0.435621008937523,-0.175833165035049,-0.2079909759806,-0.787575828015026,-0.506708539552195
"AFAP1L1",0.262739865503458,-0.0476636954944481,0.0849641022870873,0.552684329430787,0.0331477151921322,0.185284533646385,-0.377054567967739,-0.0757327876652044,0.111264945105528,-0.278193259305544,-0.5654180956524,-0.482193787180645
"AFAP1L2",0.207557851246036,0.022952386839547,-0.26730512763079,0.192036964299498,-0.470177485050038,-0.385329171585112,0.201897843502448,0.474670488908363,0.626618260465034,-0.360080165174967,-0.36233121273715,-0.547754928980196
"AFDN",0.280956112120587,0.503232665680633,0.793501270507013,0.945705933464707,0.444821998847908,0.509255530617853,-0.781198156935566,-0.255859494413948,0.00737327208049195,-0.0958790863279762,-0.851612853282487,-0.602607895603538
"AFF3",-0.308881272840017,0.26344443428,-0.293332485364733,-0.223995658553761,-0.415204125997319,-0.681956124158755,0.545326732645734,0.707245430966253,0.648921805094542,0.0234040527586015,0.014384580500892,-0.328313814979342
"AFF4",-0.165347683342647,0.618785696224334,0.944513832353967,0.530743223319106,0.335582883668387,0.451467631503167,-0.57513208737247,-0.310075123016795,-0.206886040006524,-0.0688508316453455,-0.366183870326447,-0.203226155247517
"AFG1L",-0.348051461109796,0.201795938462204,-0.261239882537198,-0.4602135072246,-0.476391744430039,-0.658865067442049,0.666323594240232,0.618479502244909,0.51017826833434,0.00882165465252741,0.445351827646459,-0.115591867709652
"AFG3L1",-0.130422430703769,0.382012255163173,-0.23235745208231,-0.0892380901924722,-0.582293889271929,-0.713514422661101,0.550441291081603,0.809219730780935,0.846056444018163,-0.236279707339449,-0.128061770773498,-0.486618812842019
"AFG3L2",0.304025850401828,-0.163862103815701,-0.051604035947496,0.157895422634117,0.112298239929198,0.238729412527013,-0.190723270273159,-0.193986746275204,-0.147101323986144,-0.136938955667621,-0.0940091376003396,-0.0237819047636438
"AFMID",-0.266359201455398,-0.19626846167143,-0.355405168549977,-0.588593659895226,-0.562841263324223,-0.358092105125117,0.52525129949172,0.175990411486584,0.0395107653194797,-0.262842483959839,0.591952234904732,0.348624665312766
"AFTPH",-0.349006222079918,0.127005571973982,-0.345564432183312,-0.679007686669521,-0.38050441048365,-0.655271525652893,0.734091201911338,0.524427655461646,0.344508518812351,0.198007458734071,0.441437068835006,0.339404988187108
"AGA",-0.349216000034769,-0.0977121823675667,-0.50555462992978,-0.858301706598508,-0.502139314180155,-0.646853863486543,0.820084296641377,0.446870240220186,0.216430305938846,0.0993479993361512,0.750343368756437,0.5064113432496
"AGAP1",0.156956761285907,0.557967988108433,0.344909089760881,0.577694800038973,-0.061318913918835,-0.160020961873716,-0.135668967114761,0.372418274540917,0.608878036752229,-0.119834033294468,-0.656125627725568,-0.729675517471059
"AGAP2",0.510475122361987,-0.297086829213725,-0.15348258600735,0.374387132305894,0.0300067528857983,0.226269009341265,-0.308851963342946,-0.1675574833715,-0.0416372804372837,-0.242843708271075,-0.371762148097678,-0.248529966610367
"AGAP3",0.374402384967862,-0.764885267663734,-0.300286296498424,0.00329580653104143,0.216893486415192,0.514424155996089,-0.320397240036607,-0.610671921889314,-0.618309798337195,-0.103117348936694,0.168328209617844,0.3373171034167
"AGBL3",-0.297338170152464,0.258822713521309,0.0909257272726978,-0.40837820106152,0.00133565729406099,-0.216362713003696,0.312094167401752,0.147083588434014,0.00581050233026658,0.262974051978955,0.387936113902436,0.328656923463216
"AGBL5",-0.0429374367569522,0.339834114701065,-0.000183342830649385,0.0701943046091627,-0.344583487581431,-0.494931292037969,0.276609951067926,0.56172882547183,0.590807373222086,-0.103096335250347,-0.169935077920674,-0.440917433583626
"AGER",0.192957807285308,-0.348840503930502,0.12754261062083,0.269804808812966,0.313020922653136,0.577406383571163,-0.5010734656546,-0.594461513411433,-0.527032415518349,-0.0860035585577618,-0.137223463566199,0.191020829117085
"AGFG1",0.0271498274626563,-0.378354884269341,0.182815167213699,-0.0208325411824635,0.216455086654245,0.645995613006172,-0.414432804262619,-0.755607768388026,-0.78340389063201,-0.197396880874771,0.162135568769252,0.697323914282646
"AGFG2",0.242101733696266,-0.228379129227702,0.484751111365733,0.642236143198621,0.417956782646482,0.903072024478794,-0.883927390956394,-0.84807383824783,-0.680235979318236,-0.333820052933572,-0.380636058933873,0.0763362529058264
"AGGF1",0.0962890036328412,0.231140488170625,0.136818376122292,0.385940438836531,0.0422990927096329,0.0315563395988879,-0.21340361000493,0.129711016552033,0.218286149377164,-0.139408226377884,-0.57972518008233,-0.436935084709581
"AGK",-0.171030299537406,0.116703946415576,-0.427501252685665,-0.311424123440442,-0.449441242444484,-0.728940041802346,0.614796489609234,0.743735810540127,0.656430830715804,0.0134836325342679,0.103100682479598,-0.374598304766463
"AGL",-0.263944860127402,0.554929871881156,0.062320104404366,-0.127264486288701,-0.231764859971713,-0.554591637300715,0.416470110256063,0.646258458359819,0.626332793853207,0.104282725024359,-0.0464112853555544,-0.326609851506842
"AGMAT",-0.202216765821178,0.13975175904939,-0.48197672409545,-0.612076530298893,-0.42328720800048,-0.85110179199747,0.835072681337333,0.774043980498339,0.616235915217699,0.305987626613019,0.446425431164711,-0.053073014701144
"AGMO",-0.329001023297186,0.262217804864633,-0.3737183497638,-0.709779318292835,-0.421075573747448,-0.834615628875771,0.879179855466734,0.746176691573439,0.564003491592488,0.296787110663738,0.537588122868795,0.121165336437341
"AGO1",-0.116555673935302,0.55214276242509,0.516163056776283,0.592622197501999,0.0229571729297577,0.0589952682296605,-0.281781342631328,0.140318768049153,0.363244897691456,-0.174537466421991,-0.606566378604001,-0.513521729130382
"AGO2",0.00704928451219283,0.439468534093145,0.888806322786579,0.791437234695995,0.503420119381832,0.627093042876415,-0.797536254766391,-0.450298306144938,-0.256175394521251,-0.0509872831039068,-0.56702499032597,-0.36940418381462
"AGO3",-0.164068460076605,0.146563111766008,0.348411140775782,-0.182320490418623,0.330089838497523,0.229471355876394,-0.107141544761442,-0.285946825701569,-0.413231273295203,0.307480962390469,0.296271695948113,0.387026518504089
"AGO4",0.011869700986797,0.437888228503688,0.680690706115924,0.499088545941681,0.457637441661855,0.435038886413015,-0.513437359926604,-0.298479974520816,-0.149127526779551,0.120739642411189,-0.442583304029648,-0.0635941773657119
"AGPAT1",0.0619575247783069,0.25266673686712,-0.347765810476031,-0.194768807800591,-0.376552504432146,-0.765228135835249,0.588217515386037,0.806362537610324,0.794308824095893,0.219063669697106,-0.0458778155026021,-0.475260426276982
"AGPAT2",0.774844472480408,-0.198548297137221,0.0244985302517338,0.164409943604898,0.567929993972837,0.314360841012825,-0.288337605239016,-0.293614998249269,-0.278775344336696,0.539628436929607,-0.051383945356216,0.00988322705333149
"AGPAT3",0.330813877398981,0.0904089915285389,0.332880619108319,0.326666270412953,0.920736410023297,0.466027136381484,-0.487913294431711,-0.38037711999869,-0.355084664429795,0.792476558513959,-0.198957816076065,-0.0632847102600361
"AGPAT4",-0.137048740333964,0.0887652292566885,-0.188774030320737,-0.145945581310499,-0.00105757800167752,-0.273583041623295,0.246063039786623,0.304986334004215,0.271608531079357,0.19669982003745,0.0204158145374221,-0.0521058467815689
"AGPAT5",-0.175389899980927,0.327656147522681,0.00544211230591375,-0.310156692886685,-0.327961144569132,-0.469383237778834,0.433255062903133,0.449128488626081,0.373410385205041,0.0554200013938803,0.122554925258031,-0.0110315249372985
"AGPS",-0.352265214984211,0.781237046973487,0.371221760666776,0.0883695369849826,-0.0513240761426912,-0.367901954872971,0.175169014831857,0.509184608900943,0.50936536375963,0.11941066216306,-0.230462042420255,-0.372476304685635
"AGT",0.275299759849005,-0.0779338783331997,0.386385070764092,0.350865498067111,0.950102933537179,0.721888895764585,-0.66812886242405,-0.667747639975273,-0.656279652803445,0.581351802276803,-0.159388105590102,0.141809299692597
"AGTPBP1",0.0115977118213525,0.299628627418147,0.490919439528946,0.540986593508016,-0.0480354163126675,0.292516768726154,-0.438108983385294,-0.151918893799292,0.0201036826480384,-0.509805708050896,-0.578269723731366,-0.254853054185502
"AGTR1",0.361310049560456,-0.292769803403768,0.256419676535381,0.438152792244158,0.550310359512809,0.763874566474973,-0.714457618571449,-0.749732273826223,-0.647199740308278,0.00636141949057043,-0.307368740427911,0.208029763089054
"AGTRAP",-0.317692585939761,0.0915875656100944,-0.54801468315866,-0.720048422256123,-0.612333952448247,-0.923153157332761,0.944375096435779,0.812706047782196,0.637190345289225,0.135352004088625,0.534056208559437,0.0104359912381346
"AGXT2",-0.272449953308227,0.178342189500375,-0.548623322417575,-0.634808029244823,-0.562492598732861,-0.951681386931439,0.931763484178355,0.892138066029568,0.749696248918524,0.169139230909057,0.375829831857896,-0.106185940116633
"AHCTF1",-0.109459847427535,0.583252682029051,0.925943564907772,0.59597532028401,0.560016457965701,0.525844520128589,-0.663843764491832,-0.367634968388694,-0.26306839116907,0.147193558532543,-0.438023264396191,-0.21341034714089
"AHCY",-0.0597162454262863,-0.387600398356561,-0.0137756704845282,-0.103024151686988,0.309880333572125,0.47433705663644,-0.2374718958959,-0.556325122889586,-0.606488457095403,0.00713324024347894,0.335734811931147,0.417639469158511
"AHCYL1",0.275996129078543,-0.158036058425967,-0.00520931828366263,-0.118984387410299,0.240413223468496,0.252336857179504,-0.0821019952257406,-0.28239914183816,-0.325801252412041,0.0995568098949315,0.174394007739521,0.427506482905333
"AHCYL2",0.0319627174119273,0.795810755081128,0.536322826443851,0.475058445544664,0.290077770922333,-0.156018322900547,-0.147310848417876,0.38514444541941,0.486790751483547,0.320028431638759,-0.552292996256918,-0.699643805205825
"AHDC1",0.256092643262227,0.14578586360675,0.573027526856956,0.866369282875361,0.498749980871808,0.587626224886775,-0.794587007085594,-0.394091091054941,-0.167422468865248,-0.0291991797842585,-0.682342719298132,-0.529270897728789
"AHI1",0.192694630555877,0.243643815295327,0.630719495642915,0.640522896792327,0.516650115975031,0.605509333135735,-0.739263146961003,-0.450978727288875,-0.339445268619192,-0.058061457329307,-0.508997490123672,-0.235142112807915
"AHNAK",0.365970541944096,0.390353927258927,0.773142386745969,0.761508272992536,0.540077979520448,0.561675972357219,-0.74349191785002,-0.379420779970084,-0.182456558488142,0.0781959459222867,-0.618079683152197,-0.321521935093046
"AHR",-0.199166447652167,0.56023383239157,0.152223567976843,0.326469937926209,-0.387243022486001,-0.394825152899353,0.146412472556617,0.57636306534921,0.74843851554468,-0.368626221936744,-0.569226636002752,-0.613214527827654
"AHSA1",0.131730140410878,-0.341425581101484,-0.564218396582676,-0.596417866255821,-0.14998455509931,-0.371624155322104,0.509474114231474,0.206340676752558,0.0478586821537072,0.323460164798552,0.502889224469061,0.288629138772575
"AHSA2",-0.279741626733624,-0.182403101381711,-0.484889110394247,-0.873493636230893,-0.47299748574005,-0.583450891914099,0.788188651518339,0.357508394985623,0.111497720735047,0.153481020816844,0.904460048998298,0.441234092832129
"AIDA",-0.168828537772769,0.482057041030735,0.210378358429321,-0.201701066098033,0.0153884574317392,-0.260540220128177,0.247609246114206,0.268520868315355,0.192623091129374,0.283699160290361,0.0848149950286866,0.153136762107298
"AIF1",0.180542029900795,-0.0058141883474899,-0.323922876527756,-0.217447086528885,-0.229730031024824,-0.435403661411351,0.385319956705378,0.441241181545765,0.384363165266556,0.142105861139243,0.164482702258464,-0.237972016016976
"AIF1L",0.149225849861328,0.127746453420752,0.259630072104243,0.576920222938638,0.0220544641327642,0.258041447596243,-0.429359368593913,-0.108015868890994,0.0741800262361628,-0.412873357635402,-0.609811501693324,-0.34257474122782
"AIFM1",-0.342955660539808,-0.140067921517543,-0.565221950181372,-0.864420378266827,-0.60446322718406,-0.637160615657753,0.85231326145759,0.440493646463641,0.234040942059467,-0.0547262616294403,0.767734753516201,0.494228393818456
"AIFM3",0.0200267086608834,-0.0336091444405273,-0.307126965796245,-0.205511314839142,-0.0449839618377425,-0.376057415312326,0.316749203568035,0.372922315781517,0.286726504284732,0.316359450298241,0.121412198894616,-0.15130897324438
"AIG1",-0.263555178800991,-0.318792091023533,-0.431947101943927,-0.775684048149007,-0.183866950390818,-0.277971240589245,0.546928236875337,0.0542063899836339,-0.163871583374851,0.20181913615178,0.81911452105835,0.665213100110393
"AIMP1",-0.066877559927486,-0.485719314665913,-0.483842912788844,-0.790049036776858,-0.157326899972527,-0.121549277875689,0.444095131586127,-0.133164902877935,-0.37943308365335,0.1545321771032,0.792351113830777,0.822180060903087
"AIMP2",-0.152882246551197,-0.333321205198948,-0.199350471691476,-0.476593686483856,-0.251301296765455,0.000412665292585837,0.24249410714436,-0.168224872334163,-0.315145658145656,-0.118773718468877,0.631905856154805,0.509864397430587
"AIP",0.0570326210265247,-0.446978928932747,-0.342470606630097,-0.280776912088956,0.125006090285132,0.0632378534343525,0.0512669571732645,-0.193348559547356,-0.304154774998184,0.241470784609199,0.298304365765491,0.26717325352893
"AJM1",0.0506133613867689,0.253167540191135,0.160627520371406,0.490893897914184,-0.0864070630833145,-0.0817833712129555,-0.185043572665759,0.239809486496141,0.393917071596019,-0.268734830358325,-0.642313659116369,-0.586347459385549
"AJUBA",-0.158271677396342,-0.22841102136998,-0.0505255030216878,0.0534430637756211,0.175308831638374,0.301205955792879,-0.213924272494492,-0.322925282449683,-0.32035181178129,-0.0177776047643877,-0.0478568753229378,0.220755394930146
"AK1",0.123792365931327,0.00405472817819879,-0.339714906859462,-0.124632306385461,-0.276074286793221,-0.444102535631274,0.34695356343118,0.46247314015718,0.436462239285321,-0.0649857537113695,0.00860916656211696,-0.259356749050015
"AK2",0.139334201153691,-0.116927552256515,0.0758807445372983,-0.149835705528343,0.593565887270684,0.246069033086411,-0.108964471074129,-0.300855178392554,-0.4138235507894,0.660412440904331,0.342787253401885,0.213227195176015
"AK3",-0.218344833274625,0.436514912444941,-0.184010184990934,-0.268240439705895,-0.679691670386776,-0.812361116310741,0.688905298098263,0.843254581450299,0.848225496806403,-0.207715162659436,0.0671105484835381,-0.354112106196299
"AK4",-0.188186273909509,0.284139963947861,-0.417727864801739,-0.354363896362752,-0.592076784802102,-0.862706098782633,0.750924465801798,0.89039814647874,0.839799341803167,-0.0181007023989669,0.0941507517736331,-0.380114464091818
"AK5",-0.147806083089648,-0.196362181154038,-0.537447206737526,-0.308558902046101,-0.493385403718266,-0.42906355439175,0.45958135188687,0.400925007528734,0.359985017553601,-0.282123432688499,0.122058178466791,-0.0705539365444785
"AK6",0.0596234032565502,-0.253617980647642,-0.350036809806791,-0.5857200047758,-0.254839547893847,-0.215652537060235,0.407945010475894,0.0528748007530644,-0.132606912017095,0.0174970452341609,0.549047179281447,0.461593282422238
"AK7",0.130907063697274,0.180558848105173,0.465979263541124,0.4140603641071,0.0768612512877722,0.33086076216509,-0.42719271517062,-0.254961913736057,-0.15378128537349,-0.245108157508357,-0.257913898734342,-0.182491544760139
"AKAP1",0.32734885361607,-0.210719222787435,0.411331114670113,0.574910290922169,0.835869335450235,0.91506706809555,-0.864633820020757,-0.837807789966732,-0.717363780739942,0.223737160288651,-0.388502042261275,0.0926544212048589
"AKAP10",-0.160810203590769,0.634875429174916,0.320535465344286,0.169537412120628,0.0195369809876319,-0.248278908707716,0.104651678043419,0.39789934671425,0.479911820281697,0.0914501172326734,-0.328532180047681,-0.313096130559668
"AKAP11",-0.122242818759132,0.678387293465098,0.889409200259784,0.388339354616919,0.465006088899853,0.340676535868277,-0.454003411748807,-0.219658579608168,-0.180691815798413,0.231752241330283,-0.251816965915249,-0.0925226013394098
"AKAP12",0.398752191794965,0.0757609441194115,0.207894909491314,0.795403247791592,0.314423129959693,0.340826894066083,-0.589380987632767,-0.128488294611528,0.100050439778382,-0.121236558362984,-0.840609596518327,-0.6177315139986
"AKAP13",0.0177223872453891,0.686147031237128,0.837196096629214,0.758257784261965,0.171659248134049,0.224091205490737,-0.5139399492059,-0.00246515192040132,0.213671825255414,-0.154932908580103,-0.665090996087875,-0.639205480941578
"AKAP14",0.348206265234418,-0.355389630297287,0.160312766710165,0.298540630323846,0.24306031285017,0.661381603458008,-0.54090686253216,-0.670562095575316,-0.557550426207899,-0.251228745106068,-0.167701803400369,0.289954941157098
"AKAP17A",-0.344097950580565,-0.0410686937653209,-0.476355942484213,-0.61057791490626,-0.397187394302568,-0.651325679460111,0.699266291113576,0.565337103348709,0.376550514460039,0.129423858283588,0.433397095299133,0.0963673161020899
"AKAP17B",-0.22079110843417,0.405851412266939,0.107826179894798,0.0397103473984708,-0.14711638284561,-0.282941089467636,0.172870240231776,0.391688883568534,0.415447873389958,-0.0981535845182951,-0.221772898139143,-0.214853072949774
"AKAP2",0.164423351782969,0.509702901108036,0.577609404808781,0.884782744692438,0.314653772418946,0.25083473364607,-0.575518923492127,0.0250228037541456,0.293711061850197,-0.049843150205678,-0.904455156423736,-0.815207674508494
"AKAP3",-0.0415886403350955,0.0744744957825376,0.417748782717187,0.155609333031057,0.582144335212209,0.465904927874656,-0.442471826047513,-0.485877169990871,-0.525068914292365,0.36002734742993,0.0270240049345771,0.227083311029716
"AKAP6",0.202165568633472,0.120269563314057,0.268460778558915,0.484691523479404,0.128759240625771,0.240384548769105,-0.388977090800343,-0.121403866203061,0.0304188916960756,-0.185951732700877,-0.552578432593434,-0.262721844096319
"AKAP7",-0.265507264669128,0.248080135834105,-0.284469696447241,-0.504922989806075,-0.518516672741838,-0.749944246263498,0.725231376265489,0.694159857317822,0.566855653063531,0.0195842582483978,0.391195673910092,-0.0645031023818003
"AKAP8",0.149376937738247,0.0209783093929303,0.533464066895641,0.715207978088427,0.341426023531432,0.693563591379912,-0.788665982595979,-0.564226067801796,-0.39135911195159,-0.342398562303987,-0.537397875134023,-0.249978004891577
"AKAP8L",0.242520928063164,-0.383873501118402,0.208757442913652,0.555207127179691,0.382628304959508,0.720080055467831,-0.730403529188594,-0.677213111755628,-0.542352712278496,-0.22217719373819,-0.336622953374693,-0.115362865446528
"AKAP9",0.00759293848957785,0.504153218709259,0.430287792412763,0.393993513959553,-0.0490859910163047,0.00990302336629977,-0.210936095909073,0.153803300527588,0.246836276452322,-0.253475646617971,-0.506014916710785,-0.388367016138142
"AKIP1",-0.154647574712782,-0.334258303909794,-0.499522959822113,-0.461557104640834,-0.442549585160058,-0.370408153703373,0.439446354282075,0.232552478736885,0.0826722088692971,-0.110582590349387,0.410903315808873,0.159549781059467
"AKIRIN1",0.341011375335285,-0.0736572233915217,0.350914267020389,0.550555425632591,0.258741861032125,0.564978952611743,-0.628423431641081,-0.480481903203017,-0.335528452069433,-0.205681676539758,-0.450723435488825,-0.160546837605835
"AKIRIN2",-0.104169512892167,-0.525699572469864,-0.21847879182856,-0.364538415410052,-0.0663230276164333,0.27742934357634,-0.00689659922883984,-0.478229767399477,-0.586223133316366,-0.182300032423172,0.455363412521962,0.756218476647744
"AKNA",0.337843114593799,0.056449593366031,0.296307225089706,0.611268976646677,0.143222561019807,0.320326031741142,-0.491248449160368,-0.167555585713205,0.0209251176636766,-0.234303633323882,-0.467166628594823,-0.503461977587525
"AKR1A1",-0.292121517367927,-0.336222500102146,-0.622166162753703,-0.864411509720783,-0.673666560359993,-0.571882127818533,0.802118649176181,0.33537068985939,0.133226064109405,-0.135457168869552,0.82054965685507,0.495157627123226
"AKR1B1",0.730671773125174,-0.164987622433553,0.161556663178552,0.389082770427673,0.235219313603524,0.372121421843979,-0.456857640496928,-0.331027917646786,-0.258391608729459,-0.0859536715556864,-0.242945910522159,-0.151756796479694
"AKR1B10",-0.163159573501827,0.0981359520596731,-0.360690310585148,-0.440418190308136,-0.631755189169102,-0.694546721523172,0.668779365337994,0.645074154043713,0.563895121582845,-0.113295835184035,0.269795315374865,-0.146318394630407
"AKR1B7",-0.0924225224323911,0.216140234931153,-0.222566476737744,-0.319610331552315,-0.51990867814057,-0.613070181308217,0.563994787055587,0.6024589332783,0.558580739629931,-0.0568974576187402,0.160906336306453,-0.205905465106758
"AKR1C13",-0.380993402183011,-0.253015694653934,0.0552820581461749,-0.272624612330052,0.212530854990087,0.39030210142931,-0.126408625722021,-0.517389457233608,-0.637959482039047,-0.015525182118214,0.424447427713259,0.697881719365851
"AKR1C15",0.136570486865057,-0.297862489691839,-0.129329573700644,0.177189474870185,-0.00401550936831925,0.173450914033387,-0.198341258739124,-0.143884752915083,-0.109491371074344,-0.240015112501162,-0.177374673286891,-0.115911110902467
"AKR1C21",-0.157367468010563,0.159785883482016,-0.157825982902384,-0.482753937437719,-0.327033331630344,-0.47094646237298,0.526607949683768,0.354989312436233,0.244217085454321,0.12301044216817,0.37764763082506,0.246663731619816
"AKR1C23",-0.296042262609909,-0.245506051252951,-0.599587176843794,-0.905028519255098,-0.447041473651684,-0.527676994797451,0.788764793985379,0.312326163727112,0.0789857320265778,0.0905764553412352,0.769723708309382,0.615337065900344
"AKR1C5",-0.135177470388219,-0.250201429868658,-0.0188046433151509,-0.162300917667913,-0.0549026561749606,0.15639641599169,-0.0253043505746583,-0.253033150445457,-0.299608939731307,-0.16040252579967,0.218228996574998,0.329573143520626
"AKR1C9",-0.276971151841322,0.326740945733673,-0.0715002002883232,-0.437880577662891,-0.208904726298348,-0.4385415654977,0.498427384265231,0.386810986913047,0.287394229257191,0.152546619494215,0.259802143073726,0.228188539021419
"AKR1E2",-0.259360063078011,-0.142611645930777,-0.501690206118077,-0.657165731058229,-0.598410726290738,-0.585096270343314,0.714803102107092,0.452214204133354,0.28651011474797,-0.136014464564994,0.634201967274174,0.198185069606413
"AKR7A2",-0.406590206819295,0.0129014288786201,-0.325211942309858,-0.440810603787246,-0.144799942070514,-0.438731914934122,0.497968052021898,0.379540988678322,0.23215788772489,0.289616033409761,0.353448820151506,0.00370032150444977
"AKR7A3",0.0276802808531172,-0.12336016789369,0.154820030463232,-0.0113713138205509,0.64708033469664,0.350839885668689,-0.248373155510446,-0.374420635306321,-0.449673735735693,0.654435467247548,0.198144040727121,0.162571177991794
"AKT1S1",0.0530625245514291,-0.616382985008082,-0.19036776097608,0.0503342452486405,-0.155921443334792,0.39787029933462,-0.271800855579241,-0.486419846472478,-0.478868927171665,-0.517107063667079,0.0920798921831502,0.222551993697348
"AKT2",0.597296477707097,0.042537686118811,0.160288573019222,0.616038772402792,0.187335488834269,0.191079827088858,-0.408104819433588,-0.0449473386280724,0.139638588160114,-0.0908342915045552,-0.547102611897887,-0.57245344425187
"AKTIP",-0.295011922683876,-0.252587303637549,-0.549938963039398,-0.726778997881334,-0.706813371023604,-0.527050455577927,0.702633306694007,0.346867198697332,0.162208857551871,-0.314489664308985,0.596288741549743,0.405899086427976
"ALAD",-0.00445670682247859,0.0336673045424203,-0.51651944115716,-0.575574557823658,-0.128421271424304,-0.710980083517536,0.715540811768868,0.648993148847441,0.460877935110249,0.55745074458767,0.434193536933072,-0.0741353391213896
"ALAS1",0.165220170435958,-0.0602887281116961,-0.410937910117929,-0.277203634850513,-0.019153050128886,-0.459374793648897,0.405752315046821,0.4396480752104,0.343447466096353,0.503125274816034,0.144436072740705,-0.167414169563438
"ALAS2",0.0912952778250345,-0.0225670030891278,-0.423070794215928,-0.249486826835245,-0.341263003743332,-0.554371797737911,0.482062639122964,0.532364832965533,0.485022956216962,0.147356593489779,0.126905689768836,-0.251398032286329
"ALB",-0.00353980859550267,-0.0323042528005998,0.0599895883470921,0.00209230865009512,0.237681243316228,0.159915863556658,-0.109278499143334,-0.160322798108643,-0.171948987995822,0.243475125897202,-0.130170003332003,0.186293118457565
"ALCAM",-0.0235741856683232,0.149669623013637,0.68015045246583,0.581057783180608,0.647687256397164,0.787570928841995,-0.798794429724742,-0.680205817429871,-0.552898774597708,0.0309757761178997,-0.425227421921709,0.0799583464705563
"ALDH16A1",-0.0749090199277431,0.0941950843371435,-0.604561836405075,-0.482998355935454,-0.480076878323449,-0.906294624042628,0.824489709093899,0.875555020014139,0.773799926965469,0.21323722370287,0.234193088665797,-0.288198156151567
"ALDH1A1",-0.0676146986184638,0.101364149428467,-0.260646737111817,-0.409038817641853,0.308608362418851,-0.382281183360384,0.389472672000423,0.336823537882414,0.162135503200728,0.817013167195276,0.311904198596071,0.0367246420317672
"ALDH1A2",0.0389954736398995,-0.129112980666509,-0.438266759301019,-0.208516639153227,-0.484159425158323,-0.413660807569933,0.389396120034511,0.408916450161133,0.402534325531098,-0.294355745562658,-0.00225822315406916,-0.0466321655094769
"ALDH1A3",0.27835915371007,0.217379161988717,0.665644839285354,0.792687669506832,0.31375353033161,0.625956228266727,-0.786215260979877,-0.463766217904894,-0.255322563195218,-0.291604387178595,-0.611051312061655,-0.360365407363119
"ALDH1A7",-0.198714460990283,0.107485332978873,-0.277677726911767,-0.507566455690004,0.126732624783681,-0.448165124473331,0.487670486263605,0.386411663450298,0.191507197792779,0.594560587969073,0.406340558602321,0.0937820938547016
"ALDH1B1",-0.404364765572567,0.304536638689841,0.0350310888039216,-0.165089917369449,-0.159335456050547,-0.318683905851593,0.256947308142041,0.350199221623689,0.277921149274605,0.0342973134946941,0.05981153600249,-0.05145960762367
"ALDH1L1",-0.0778875342645167,-0.279828737832568,-0.345617012126883,0.026097032814485,-0.498257853424618,-0.0799254513677221,0.122207519527898,0.092307422762632,0.195729051899669,-0.661307445516419,-0.0904157873357547,-0.0451432898449574
"ALDH2",-0.13179092701727,-0.481499052103686,-0.183106024752345,-0.174309224934349,0.217920774107042,0.345288128755123,-0.136570232732832,-0.452123666974153,-0.535483460243189,-0.0144240564241064,0.385984758227294,0.388688130511947
"ALDH3A2",-0.203863836877972,0.509948985864343,-0.0385298971668993,-0.238305315029692,-0.195065318583621,-0.59470461881336,0.531283454438779,0.67071676202037,0.631626209634244,0.255597019122567,0.0592864267177568,-0.310172695695482
"ALDH3B1",-0.312980077763379,0.253269084264893,-0.118166113715886,-0.175752216661409,-0.0751331209885065,-0.374625488030502,0.347881787936575,0.421723617829711,0.376059054001237,0.217159210117432,0.0414760405636355,-0.130359153857706
"ALDH4A1",-0.227625003277773,-0.178376507028063,-0.183686494006731,0.0105457860548283,-0.254219995817822,0.00755036020181404,0.0363518016658265,-0.0163450997597835,0.0379041813539492,-0.435008663310706,0.0127241724325956,-0.0307519603505988
