"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000121410",1320.87125474898,3.89199754114256,0.584185027160787,6.66226856251033,2.6963272362009e-11,9.57555679149481e-08
"ENSG00000109576",1928.79259331588,0.675741636735878,0.18098533922534,3.73368163204937,0.0001887009976185,0.00426840855334926
"ENSG00000127837",895.485838233808,-0.255740672892977,0.0602082708997663,-4.24760035575063,2.16072386179527e-05,0.0010915578080481
"ENSG00000008311",254.474197381009,-1.19887785464278,0.293841972044509,-4.08000887790524,4.50339807991401e-05,0.0017258706166692
"ENSG00000107331",192.006100778179,0.895424081714501,0.24053017191376,3.72271002257275,0.000197095840216417,0.0043296063539499
"ENSG00000164163",3766.41320864864,-0.292723010196619,0.0680660691641824,-4.30057169146261,1.70358045704127e-05,0.000930766471247061
"ENSG00000168792",95.1307065308448,-1.47361397794241,0.363188328104714,-4.05743759892399,4.96140675630339e-05,0.00181645455607066
"ENSG00000108798",96.2042642125811,0.570915515660722,0.152149220268417,3.75233941162189,0.000175192054290427,0.00404879858223473
"ENSG00000076555",1653.19216521863,-0.870599810735153,0.254301320542449,-3.42349701086128,0.000618209316999923,0.00903484507999613
"ENSG00000159640",43.6779007159891,1.16014053756232,0.339515055169303,3.41705182111528,0.000633032286631704,0.00916777708014064
"ENSG00000100412",3708.80298264164,-0.574692505015441,0.146394697338206,-3.92563744086828,8.6500362057301e-05,0.00259598551368587
"ENSG00000172497",1354.61296056242,-0.48498564470295,0.138575092646319,-3.49980386403756,0.000465600604516614,0.00755070594876185
"ENSG00000068366",566.029038777144,-0.723849649487879,0.191701810524313,-3.77591451801168,0.000159421661741517,0.00379885321134882
"ENSG00000138107",1722.06407203084,-0.21507857321331,0.0602596306293024,-3.56919833339842,0.00035807527372039,0.00640089591647153
"ENSG00000075089",104.075214201366,-0.423015415826681,0.119249822730657,-3.54730435769386,0.000389194692207692,0.00676155621716838
"ENSG00000158859",51.5428633473971,-0.976672795213998,0.258660192695215,-3.77589139263046,0.000159436455023111,0.00379885321134882
"ENSG00000184060",59.8235320103642,1.05584584285574,0.218241087405303,4.83797920643099,1.31165859578449e-06,0.000266718958090612
"ENSG00000160710",218.92523809563,0.483746126664584,0.138066878674789,3.5037087193376,0.000458826933104821,0.0074917624293539
"ENSG00000121281",13.4836820808471,0.710403736504769,0.206545292445835,3.43945740952226,0.000582881490620491,0.00874980749716697
"ENSG00000118492",131.115078161421,0.995057741371593,0.260025756348223,3.82676606866216,0.00012983779687749,0.00329355211412567
"ENSG00000174837",84.7757157858359,1.0553428677565,0.27343106310391,3.85963048885726,0.000113558606511662,0.00303736183692946
"ENSG00000196344",86.8202782672459,-1.4566709014391,0.356975335077861,-4.08059257405385,4.4921033910609e-05,0.0017258706166692
"ENSG00000163485",301.500200364551,-0.597070182896313,0.14586421429427,-4.09332875637178,4.25224146531486e-05,0.00168414054169013
"ENSG00000123908",35.3950588784532,-1.05137290664263,0.257293618596214,-4.08627665302734,4.38351058142368e-05,0.00171069310382739
"ENSG00000101444",23431.1580948043,-0.82257842283859,0.196858988706773,-4.17851594302277,2.93417431463143e-05,0.00133024226162056
"ENSG00000204472",72.5184313260291,1.17433049379964,0.320444108461806,3.66469678421194,0.00024763178206217,0.00488244693999425
"ENSG00000085231",157.834098830106,-0.395362474675375,0.102509830779561,-3.85682496662753,0.000114869354005617,0.00305191545530136
"ENSG00000186471",11.1825282776694,-1.68843337551301,0.373788976380541,-4.51707643136612,6.26992788736456e-06,0.000532471731814801
"ENSG00000106948",36.0182621485496,1.27049844677603,0.283495090399507,4.48155361345277,7.41016116406693e-06,0.000581010823892845
"ENSG00000023330",2556.07021395666,-1.8009264609899,0.37690260728191,-4.7782276540286,1.76847089270466e-06,0.000312401583023667
"ENSG00000006534",38.940389461398,0.628175081286048,0.184662303763465,3.40175048444473,0.000669557384729528,0.00937380338621339
"ENSG00000137760",73.5991770149707,0.390183851543218,0.112903284987627,3.45591230216177,0.000548433723969132,0.00848705407237823
"ENSG00000012779",20.685411043541,0.815444055310813,0.229898154427004,3.54697956294264,0.00038967481859784,0.00676155621716838
"ENSG00000073331",63.5652937959511,1.03710371855502,0.261165252758206,3.9710631778233,7.15525995719538e-05,0.00226208129329257
"ENSG00000106927",47730.3765060351,0.682478679225423,0.184553217588533,3.69800477143145,0.000217300805498236,0.00453945643485924
"ENSG00000196704",223.062940193365,0.644956037927025,0.149480213384596,4.31465826361662,1.59849983628082e-05,0.000887358704003741
"ENSG00000214274",33441.1644046303,0.528697490864215,0.134192140196788,3.93985437663411,8.15310844597653e-05,0.00251007542443402
"ENSG00000013523",120.265963797694,0.451636902847683,0.110300098114771,4.09461923032687,4.2286276193183e-05,0.00168103726329168
"ENSG00000163516",527.303786315787,-0.283732127687806,0.080868038135466,-3.50858181093145,0.000450502654732706,0.00742980694043693
"ENSG00000166825",1441.40267899961,0.715816097867461,0.18296316001423,3.91235097716824,9.14019414634004e-05,0.00266730530477985
"ENSG00000135046",70.7817864562173,0.797691187822193,0.22558824056799,3.53604951132981,0.000406158564459293,0.00695180503031827
"ENSG00000213983",68.3041622504716,0.670049124927904,0.172413612363533,3.8862889985456,0.000101788320079652,0.00283888157625291
"ENSG00000169188",861.390384748274,-1.47159409393357,0.392855483251729,-3.74589169979999,0.000179754131864863,0.00411849574384569
"ENSG00000134817",19.8668275975363,0.857113179342764,0.239472266204422,3.57917512924483,0.000344680436562127,0.00622411079853035
