"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A2ML1",102.181262488113,-0.417582097181162,0.291455207855536,-1.43274879270005,0.151929640062223,0.999975682355337
"A4GALT",12.112700092358,0.0797180548941306,0.302355244968503,0.263656927474286,0.792044288261194,0.999975682355337
"AAAS",273.718487010833,-0.0198164872156386,0.133020205197404,-0.148973512604575,0.881574533590375,0.999975682355337
"AACS",157.523814458735,0.104652928651409,0.132419509567319,0.790313519460714,0.42934469326829,0.999975682355337
"AADAT",31.1349681465383,0.0778761992265663,0.248128041955516,0.313854889648175,0.753631253205739,0.999975682355337
"AAGAB",209.300779246639,0.00126764034848263,0.094677443041713,0.013389042920436,0.989317408542555,0.999975682355337
"AAK1",1957.20963900362,-0.0195950260698439,0.182458076882831,-0.107394676106486,0.914475877932571,0.999975682355337
"AAMDC",45.58765782436,0.34559332705481,0.220236451663743,1.56919222246852,0.116603155920448,0.999975682355337
"AAMP",923.206187419137,-0.0605772389692239,0.0638382871932005,-0.948917047004921,0.342662803698026,0.999975682355337
"AANAT",20.451680725812,-0.00817074976768521,0.26951304283575,-0.0303167137356864,0.975814467065931,0.999975682355337
"AAR2",312.736776996682,-0.0215808956021232,0.0680245039964047,-0.317251789197373,0.751052555831499,0.999975682355337
"AARD",37.8936836772943,-0.29572016283452,0.292819036196508,-1.00990757525772,0.312539573006237,0.999975682355337
"AARS2",228.771522195528,0.159397722687764,0.15422171920666,1.03356209169324,0.301340928967608,0.999975682355337
"AARSD1",946.308892622091,0.0634345483782591,0.081034424571092,0.782809882516135,0.433738763366424,0.999975682355337
"AASDH",66.5952576499171,-0.0138017659731231,0.106065364664661,-0.130125098016296,0.896467453593081,0.999975682355337
"AASDHPPT",263.36127277288,-0.0375245495713251,0.0689156338396843,-0.544499810574433,0.586097578722035,0.999975682355337
"AASS",13.3015760074886,-0.208406489479346,0.211134769536124,-0.987078016270023,0.323604393972562,0.999975682355337
"AATF",306.278784752548,0.00261443596733981,0.147075839109784,0.0177761077765347,0.985817464981093,0.999975682355337
"AATK",3085.80953532897,-0.0914054850831336,0.0904722642677719,-1.01031499347247,0.312344399984401,0.999975682355337
"ABAT",1992.44805380108,-0.0862344328673111,0.167300289286094,-0.51544700391907,0.606240693735454,0.999975682355337
"ABCA1",542.696695905208,-0.458405301621985,0.193075893740304,-2.37422338305248,0.0175859075827165,0.6544929845246
"ABCA13",11.1580058797907,-0.100281367219044,0.258254692427593,-0.388304143775277,0.697790971098233,0.999975682355337
"ABCA17",90.1935654338451,0.275108762638134,0.156439780311716,1.75856014429298,0.0786522475395933,0.999975682355337
"ABCA2",7936.54811421169,0.0304573671249778,0.212339118210131,0.143437381588998,0.88594476195628,0.999975682355337
"ABCA3",1338.42324233179,-0.0256751975665831,0.0757511031431426,-0.338941566541495,0.734653750278569,0.999975682355337
"ABCA4",13.7286393653038,0.738044229112646,0.493189507135183,1.49647188035237,0.134530730334112,0.999975682355337
"ABCA5",388.996416338482,-0.0715116899068791,0.135173532582798,-0.529036184380814,0.596780348922164,0.999975682355337
"ABCA6",56.2162969224988,-0.0925875273958834,0.228213504335036,-0.405705734486061,0.684958828290461,0.999975682355337
"ABCA7",251.025412300781,-0.0181361269869638,0.0903443727537731,-0.200744400942298,0.840898439411571,0.999975682355337
"ABCA8A",681.82890793114,-0.00955131629469954,0.156257107881091,-0.061125643653714,0.95125914664951,0.999975682355337
"ABCA9",39.0687952289002,-0.203509457067431,0.202117823828065,-1.00688525738606,0.313989917386302,0.999975682355337
"ABCB1",284.841847518893,-0.157766357618009,0.148608278357331,-1.06162563325481,0.288405672087386,0.999975682355337
"ABCB10",183.237040993484,-0.122257132661384,0.123828865080527,-0.987307220993099,0.323492051768601,0.999975682355337
"ABCB11",12.1357279196247,-0.509943987616412,0.420463419801343,-1.21281415600279,0.225200881924567,0.999975682355337
"ABCB4",145.54539580788,0.0152335268974918,0.137364982698851,0.110898182332893,0.911697087000644,0.999975682355337
"ABCB6",392.736568007282,-0.113555096327469,0.115572139231485,-0.982547325701253,0.325830279874212,0.999975682355337
"ABCB7",319.83397175838,0.108383857529269,0.0926311427527371,1.1700585171294,0.241977420770335,0.999975682355337
"ABCB9",364.038020665447,0.0332223998155581,0.10281920911598,0.323114718555006,0.746608363841236,0.999975682355337
"ABCC1",513.027196805186,-0.0431564798298214,0.0983527638722438,-0.438792751018973,0.660811713314559,0.999975682355337
"ABCC10",483.920344154461,0.159618203012975,0.148534193268368,1.0746226138286,0.282543723133778,0.999975682355337
"ABCC12",70.0268602371612,0.688450575661195,0.620504948301974,1.10950054072116,0.267214311304157,0.999975682355337
"ABCC2",12.8052804247293,-0.18999291658938,0.336228281469229,-0.565071194365807,0.572025340462804,0.999975682355337
"ABCC3",19.4293846392113,0.147512230401824,0.278276670298066,0.530091977325377,0.596048161204568,0.999975682355337
"ABCC4",96.6224661800787,0.0516965477284713,0.142698089763795,0.362279185475037,0.717143410851508,0.999975682355337
"ABCC5",1929.88754221622,-0.0861644406468972,0.0861420733889878,-1.00025965543932,0.317184866147256,0.999975682355337
"ABCC6",135.942478164951,-0.118351669393199,0.265537094044993,-0.445706728164862,0.655809103870785,0.999975682355337
"ABCC8",1401.5949712665,-0.0679926448212216,0.224897298681756,-0.302327530031544,0.762402393730357,0.999975682355337
"ABCC9",28.5629067550859,0.22014119679366,0.198928569004058,1.10663439593319,0.268452029865954,0.999975682355337
"ABCD1",130.386335875302,0.0384840365959889,0.107501429104662,0.357986279033753,0.720353581773127,0.999975682355337
