"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CCR7",25.5423562784025,2.83282228730978,0.596596830638147,4.74830260878132,2.05130957608115e-06,0.0129458147346481
"KDM6A",485.969680268285,-0.742858695581943,0.139033959851119,-5.34300178443752,9.14198631371872e-08,0.00115390151251758
